name,album,album_id,artist,artist_id,id,popularity,duration_ms,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Rotations,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,2WDcE2B25g8iMrDnhMPQs7,49,117386,0.0439,0.186,1,0.178,0,0.216,-21.672,0.0256,0.606,0.289,69.24
Muddy Funster,Knock Knock,0sT4nyNxsvGNQr1O8OR83O,DJ Koze,1kR99O4MgSTasyeJh8UFCg,6RYnTnUSj8uTZhIJUoOuC8,55,324399,0.0523,0.0868,0,0.112,7,0.367,-14.315,0.922,0.58,0.272,119.753
Show Me,A Moment Apart,3VzsvmhnUb9OZ59bq2aoNZ,ODESZA,21mKp7DqtSNHhCAU2ugvUw,5k4MVfklNSMZZHB1jxvKrr,53,218548,0.045,0.0483,1,0.0835,9,0.538,-8.389,0.00258,0.564,0.596,107.756
Sens Plus Profond,Sens Plus Profond,6pWZEPPdyDClZD3nvDQ7yy,Coquins,2CQkYpYeaZujTc9QnB2Hc3,45aNxjLyNAouaqI8UcVvi7,52,222000,0.0303,0.354,1,0.127,5,0.48,-17.633,0.911,0.942,0.327,148.048
Shell Game - Original Mix,Glad To Be Sad,3FequuV4vTOYFOFhRqCKCm,DMX Krew,4W1v5X4x0ObMOJVJreZX3k,4HpKLgvBpFlLgW5RhXGGc7,44,123983,0.0442,0.0342,0,0.106,0,0.276,-11.032,0.801,0.5,0.115,76.152
Nightfall,Nightfall,03jwEEmv0efetAenFebML3,David Cutter Music,5yhFNHP0rMKAtz0fP7IArF,6bmCFy256PgDmS7feDNp69,52,138314,0.0339,0.187,1,0.0878,6,0.638,-14.556,0.229,0.883,0.417,119.961
Begin at the End,Here on My Own,6c93BbSAJETqKh5THU24qa,Swardy,5iTOaSGMZgJ1U8k6NjmzTx,6lBu7wQzyNUbZ9WOCsZbEB,49,72000,0.0611,0.0717,1,0.104,1,0.281,-13.304,0.506,0.872,0.286,180.124
Glivch,mau5ville: Level 3,4GeNdEYBTmiJ1BDhd9fazL,deadmau5,2CIMQHirSU0MQqyYHq0eOx,2JR05XLWCeqJRiNktJOlUR,49,315000,0.0436,0.644,0,0.36,10,0.79,-6.551,0.363,0.89,0.961,127.981
Still Think,Chrome Sparks,5Y0yPA0zZetcpimqsegK1i,Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM,3lBmRItELTgJjFMgI76Onm,57,335600,0.0428,0.0801,0,0.0767,8,0.663,-10.645,0.0517,0.912,0.692,110.992
fancy_data,go_computer,1VhHn3aZb1XO1EbBCMPkd7,Allem Iversom,6RaUtVLO8R5TsVdJIxSrq1,0a4Nn45rgxlUaP3IiUILXD,50,192000,0.397,0.655,1,0.12,0,0.836,-11.372,0.409,9.52e-05,0.683,119.837
Rest in Peace,VHS,5dpCCx6F2ECsqnrdmwNGCH,Super Duper,5zFMLXUnqxwdgTpLCX9LDj,1qxdgsiWSmO6l4Ds1EZBj9,49,211525,0.0379,0.158,1,0.363,7,0.496,-6.896,0.00288,0.0267,0.618,117.997
Scene 2,Pentagram,339J9hyRpfNw5RAhmdcauO,Gui Boratto,27LGatz1m8aJ7ZaVVWEphc,0MrHjYitcj2AM851dimyn3,50,172500,0.0292,0.139,0,0.333,3,0.452,-12.234,0.851,0.931,0.481,64.992
Dreamtime,Hi This Is Flume (Mixtape),2Vx9FC6Um8i6kEtY7HNswB,Flume,6nxWCVXbOlEVRexSbLsTer,6exPfsexVWEsVf8MHsmASw,55,134449,0.0648,0.17,1,0.115,1,0.296,-6.272,0.609,0.914,0.74,153.794
The Searchers,Next Season,0SyIOIfOM9lINTDWwtIg3R,Felix Cartal,6roDXEmZ6AARdOUv6x5U2v,3MMVcj7aOjeZIWbvAr5jHc,54,101652,0.0265,0.178,0,0.361,5,0.613,-7.337,0.948,0.95,0.321,128.023
Common Ground,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,2QsMIusYv7LSVnFVPbe7Bd,48,172786,0.0372,0.0335,1,0.129,0,0.165,-16.033,0.306,0.965,0.22,129.421
Rare,Rare,3H5ua9cshyjUJof3yYFmo8,Blake Skowron,5TjySSb3LXfqe0zvyrmFgf,3vO4yolddOhdDHWL5GB0Fn,54,330000,0.137,0.133,0,0.0975,5,0.268,-16.493,0.796,0.896,0.471,170.432
Where Angels Fear To Tread,Where Angels Fear To Tread,0t37MK4qYK7lp7yZaMBYe0,Disclosure,6nS5roXSAGhTGr34W6n7Et,4vgXDV9qcqnwMQkdyGLSpL,23,225906,0.136,0.603,0,0.148,2,0.679,-6.218,0.23,0.602,0.735,107.998
Rising from the Ashes,New Edge,33fn2sXWPDkFRKJe58KJbr,Sublab,3tjRdPCZTpme7vslZJYtJx,6GygZN0o9JNs1x3adaLBBh,59,199411,0.0514,0.478,0,0.118,6,0.814,-7.269,0.693,0.74,0.694,136.012
If You Come Back (Aerocity Rework),If You Come Back (Aerocity Rework),6lM9lNJ5ZQDDj1CiOkF6TW,Aerocity,7okjj9cvvx9TZJWPyhCYK0,7CgMevmCBwaGAEjXtvaj0e,53,271014,0.033,0.0332,0,0.187,4,0.215,-12.345,0.383,0.785,0.311,144.989
Ecdysis,Hi This Is Flume (Mixtape),2Vx9FC6Um8i6kEtY7HNswB,Flume,6nxWCVXbOlEVRexSbLsTer,1EFPehJv13my9zvLFzGE8Z,60,104888,0.0843,0.212,0,0.448,8,0.541,-6.198,0.00123,0.0283,0.739,118.903
A Moment Apart,A Moment Apart,3VzsvmhnUb9OZ59bq2aoNZ,ODESZA,21mKp7DqtSNHhCAU2ugvUw,59wlTaYOL5tDUgXnbBQ3my,68,234244,0.0328,0.0756,0,0.494,7,0.515,-7.896,0.179,0.668,0.663,120.024
I Remember Maine,Here on My Own,6c93BbSAJETqKh5THU24qa,Swardy,5iTOaSGMZgJ1U8k6NjmzTx,1YrV8fAkywtQ1fs4GwGewK,52,173217,0.0393,0.112,1,0.107,6,0.558,-22.844,0.951,0.902,0.109,172.606
Claudi,Saw You for the First Time,5P6H4kEva65eEr6pMJEqoJ,Laurence Guy,1PTEiCpkzNkLNgMi1LL8JR,0UP6iahCqN841jwU87Ag3Z,52,174193,0.0342,0.0358,1,0.105,7,0.427,-14.735,0.932,0.933,0.305,93.412
Haul (Max Cooper Remix),Mare Reworks,5bYn4Wb0pXW3NVh0eSlgh4,Christian Löffler,3tSvlEzeDnVbQJBTkIA6nO,6WXXOjaynxjyiyXwD6Wh2g,8,435262,0.0323,0.0376,0,0.0915,11,0.483,-13.148,0.567,0.927,0.592,118.016
Everything All at Once,The Ineffable Truth,4wcUbqKSiZv4kNoJ3KOmrS,G Jones,0gXx2aQ2mfovDfqCw10MQC,2FCu1NM98eXCds1M0ikzWj,55,268160,0.0674,0.037,1,0.114,6,0.291,-10.884,0.832,0.688,0.43,67.643
Release,Visceral,3qwS31WiLq73r7FsUtfwAx,Getter,3QryVD03gGZOLQQXjy3EoA,3158gk3gslAHlPrapSLKrA,58,232800,0.0276,0.103,1,0.114,2,0.452,-7.306,0.343,7.22e-05,0.551,99.971
Golden,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,7lEfj40mIGgEbqW1WO58wY,49,141093,0.0388,0.0372,1,0.154,1,0.137,-22.209,0.708,0.92,0.148,99.173
Embrace,Embrace,5vD0muiLazbhIk0QxNNm8M,Align,4Yn4eqGITgZVZnOuRQNE2I,1EDueL4DmDnPDYmxFZb54V,53,121967,0.1,0.535,0,0.929,1,0.33,-12.956,0.0457,0.00211,0.65,52.663
Watercolors,Watercolors,4a8JZGRm9rFdUXwO1HdsK3,Bituke,3VCEbWGFkgN6oLTMvkhl2M,22AC6x9rnv84nmW3HkQEPj,54,170571,0.0425,0.142,0,0.124,7,0.56,-11.147,0.0229,0.589,0.678,140.029
Weird Summer,Irene,156TeTaPykSuBs9lh0h2vc,Medasin,62vbsDRAq0qHdezaCOzB0T,2KmGCjvla5f5wjUAoVRwJ1,47,42000,0.0743,0.101,1,0.19,8,0.398,-16.701,0.971,0.902,0.511,77.008
Starlight,Starlight,1Ff2oSlw18ClcWPl5TsVM1,Embee,7ga1hewK4zSX6yl16251DF,5epMdylltsD0tLc8TCkt9M,51,170666,0.0478,0.539,1,0.189,0,0.728,-6.659,0.137,0.867,0.661,90.236
The Shimmering,The Shimmering,406awJt91WNjFqcFDxQgwN,Austeria,6nImttseHjHeRnSY68rFBj,5uKZdIleAR6OH7KNAnZNp4,57,162899,0.0246,0.119,0,0.208,4,0.618,-12.706,0.0521,0.938,0.56,100.054
Nights,Nights,6KFOtBHp1ALWNKS1O6Psq8,Fractite,6ex1nFRXHTVXl7qcbR2nZc,7ftgxd8rL8HSODwcue7jwH,57,153600,0.133,0.281,1,0.121,0,0.479,-9.707,0.786,0.93,0.15,37.507
cabin,Polar (Music from the Netflix Film),3kAKiw0kRCuSXsTBWbBc9X,deadmau5,2CIMQHirSU0MQqyYHq0eOx,7yKMGeJM3EjNrS6QXnY6xP,50,200727,0.0373,0.0258,0,0.0907,9,0.578,-9.184,0.00406,0.896,0.823,110.003
Homecoming,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,2DcJgbkcus5G7TrJZZwsuh,50,98133,0.0379,0.074,1,0.151,2,0.323,-18.767,0.246,0.8,0.215,109.944
Sound In A Dark Room - Bassnectar Remix,Reflective (Part 4),59irM4SBxc5pxP7gur7rfw,Telefon Tel Aviv,53N4oJpWtmnB0KGLLserGC,3MJVyTcumDVSCv4Gurv4Eg,51,235285,0.0303,0.518,1,0.0993,8,0.53,-3.772,0.00233,0.211,0.812,140.0
Luminous Beings,Singularity,1nvzBC1M3dlCMIxfUCBhlO,Jon Hopkins,7yxi31szvlbwvKq9dYOmFI,3Ha9TeaqCdcS6cqKmFGCO3,56,711026,0.0756,0.2,1,0.174,8,0.653,-16.17,0.163,0.932,0.485,120.004
Silver,Bloom,5LC0qMoqYsqvC6UMcXWrMH,Somni,7qFssj4KoOxd1IOPfv9iT7,4LT2kEBHiqRFFszfshq7sd,53,234648,0.42,0.189,0,0.281,8,0.339,-7.781,0.312,0.00303,0.747,86.308
Music for Happiness,Music for Happiness,3jpzzNUvdVOr4ZleOJD6wd,Joey Pecoraro,44insiIQApkRaCMIbuaISJ,5ZembGG7zKzIeSOuTCWPQW,55,220689,0.0449,0.165,1,0.0938,6,0.609,-9.169,0.849,0.931,0.551,173.979
camilla,Polar (Music from the Netflix Film),3kAKiw0kRCuSXsTBWbBc9X,deadmau5,2CIMQHirSU0MQqyYHq0eOx,0NHfrrB1i1BE19q3X6ayB9,51,213750,0.0379,0.0441,1,0.128,8,0.372,-27.139,0.934,0.905,0.0382,64.08
ETERNAL NOW,ETERNAL NOW,5tKnQVnukepiXvbGOf1QcI,LSDREAM,3Hrqjumb6WHg2aAUHJHLND,40XVgYlIzqv4cndzgam9uW,55,238745,0.0365,0.0388,0,0.118,4,0.509,-4.789,0.00252,0.0466,0.757,100.036
Planetary Disruption,Planetary Disruption,1ibB1EFSkmVWu87T1jcJBy,Isery,1LkYdnvWSBx2R0mp4A3YVy,4YQaQRBadj4Zjg56IQaClK,51,206038,0.0345,0.0632,1,0.14,1,0.602,-11.968,0.115,0.958,0.393,74.993
Beats Religion,Beats Religion,03VEW6NyNqE9UBlXVOSUl8,Sieeben Acht,3zegvv5sdr9Z2sWyai8IRt,5s8ZQ7R4ECUCqvEzTDjBmc,51,185567,0.0334,0.0707,0,0.108,1,0.549,-13.298,0.0332,0.966,0.323,96.99
Tiny Foldable Cities - Edit,Tiny Foldable Cities,0Zdizuu59JYEQJ4ONzPrxW,Orbital,3csPCeXsj2wezyvkRFzvmV,4vmNRQQJZcQaJByRjJgCXy,53,219079,0.0454,0.465,0,0.269,9,0.727,-5.43,0.00329,0.66,0.796,98.015
Complet,Vazio,1WTZwgYpE1rk96LphsMLiw,L_cio,1bp9y0lyzSPhnB6Dk8CUaW,5dO9Q7Nc6yl9RhQg4QbfpZ,42,137109,0.0807,0.101,1,0.376,7,0.339,-18.777,0.711,0.822,0.276,119.231
Don't Leave,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,0STkNvBDD8mFcszWjbGaPA,53,137653,0.0363,0.0634,1,0.116,5,0.23,-23.289,0.925,0.972,0.124,70.494
Galileo,VHS,5dpCCx6F2ECsqnrdmwNGCH,Super Duper,5zFMLXUnqxwdgTpLCX9LDj,2d8cXtTTzs0X4UTdhO98am,52,183233,0.0366,0.121,0,0.142,5,0.436,-7.147,0.0233,0.0372,0.801,83.511
Selva Cósmica,Más Profundo,0yQsxixiempTlPvQcITFCx,Bruxas,5NPL2jGG32a4LCnu4koPL7,3RQ83WEq2VR4a1Gytt80P6,46,336486,0.226,0.799,0,0.0492,11,0.62,-9.992,0.00572,0.73,0.525,111.199
Heat 1,Heat,7iosbFw7dkvyV4PjaZWQIw,Shinichi Atobe,2n1YSv6tFmLxYalICWxOGv,7KtbZxJU9ZdIyJJ4QMzx66,52,598070,0.0796,0.707,0,0.102,4,0.805,-10.983,0.459,0.937,0.764,122.008
Isolate,Waves & Whirlwinds,0InAq8EFs2jvhFfEX0dPih,Maya Jane Coles,6TshTCYwh9ySzOO6Jy4Ux2,7duCz5DC1bQyaViBGZcDjs,49,206619,0.0526,0.377,1,0.127,9,0.724,-7.96,0.136,0.899,0.241,139.945
Flow,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,6QQMNDWPkgs3l3KcUxIdNI,49,142320,0.043,0.0381,1,0.093,8,0.133,-18.802,0.0753,0.816,0.12,100.244
Saydee,Chillhop Essentials Summer 2018,2ZV5zCY2tJBRn0EtLOj3gr,LAKEY INSPIRED,3zDGjdtoxUiH7YcTWOdtMd,2bMDbfxlaViTIBfSOfIXHX,56,149374,0.0303,0.47,1,0.098,2,0.639,-12.708,0.744,0.272,0.36,132.004
I Promise,I Promise,6RQ3my9LG8W8uO90TZlHhe,Fossa Beats,2J7Bw3q4TQwPwSjNPmASKt,2FG1ayvioaTgtj8dhcZGCV,57,193696,0.102,0.406,1,0.0705,8,0.837,-9.225,0.791,0.000704,0.403,113.988
Home Pt. 1,Home,3EmYKkH9IcPWIc3OoFz0Sl,Justin Jay,5k5eiijuHxrGwXp2Pz37GZ,6saPrg6S00jIed8tGj6DpW,51,139354,0.0577,0.0305,1,0.109,7,0.312,-23.492,0.332,0.882,0.116,122.984
Someone,Misplaced I,4MTswGkYNVTqOrt9AKPhkp,boerd,5E5cEevLYdQHU04gIkA3ff,5q3v3zNrPnuXG0AmqqMB4I,53,269007,0.0645,0.361,0,0.132,6,0.572,-12.309,0.173,0.862,0.445,60.918
Leaving Earth 2,Irene,156TeTaPykSuBs9lh0h2vc,Medasin,62vbsDRAq0qHdezaCOzB0T,0u74chsSgmcIyhhOqTrEyV,54,193413,0.0674,0.0696,0,0.0672,5,0.479,-14.568,0.757,0.776,0.423,68.345
Karl,Knife + Heart (Official Soundtrack),0RUjgQppW67OIBTkRv8fdt,M83,63MQldklfxkjYDoUE4Tppz,6XmHQPPaoZIAy2N9ENvjRL,7,139811,0.0342,0.0324,0,0.0817,7,0.266,-11.866,0.582,0.795,0.256,111.133
Slow Buchla Sunshine,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,4cwLYDk0qjI7hiwVA5TVSn,52,232053,0.041,0.0303,1,0.103,9,0.171,-21.97,0.71,0.887,0.142,122.559
Plantas Falsas,Más Profundo,0yQsxixiempTlPvQcITFCx,Bruxas,5NPL2jGG32a4LCnu4koPL7,7fM8Y18DzAoNiDOv2ZGyJm,50,373339,0.0518,0.869,1,0.114,2,0.773,-11.242,0.00806,0.106,0.541,108.984
Topaz,Diamonds,2m7ty72Y36LBf9pdEKJRdW,Oatmello,0YAkOkbeAPiS35qyouiM4O,397FlWenFDWA1G6DdFmhdq,51,112207,0.0535,0.359,0,0.141,4,0.722,-13.919,0.438,0.524,0.31,154.014
Energy,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,4vQmSNeaV5s74TknBf1Lbf,51,181333,0.0421,0.033,1,0.13,9,0.123,-17.67,0.196,0.916,0.2,97.747
Ebb and Flow,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,74xxZoxsTlQv3wG6woxh4h,49,286680,0.0326,0.0328,1,0.139,1,0.371,-14.248,0.507,0.915,0.449,120.081
Passing Trains,All That Must Be,52LJO0cNeBErBohaxNZ0t4,George FitzGerald,3KOHpygRuo1ruQAbEneR3t,01oZjrRICAL5l0sSFqpb5D,61,193104,0.0423,0.0829,1,0.0817,2,0.658,-8.628,0.0317,0.897,0.853,122.02
Sweet Apocalypse,Last Night (Bonus Tracks Edition),3Aw6wlxCHzSziC4ZNaF4Vd,Moby,3OsRAKCvk37zwYcnzRf5XF,2u5OxLRtgdazMVLcRev2ds,47,318853,0.03,0.0357,1,0.0664,2,0.502,-9.016,0.416,0.846,0.686,119.882
Eros,HUMAN,5h5OESkSbpnu5nauqtbFXX,Steve Angello,4FqPRilb0Ja0TKG3RS3y4s,21j57YHGKnwx2DR3YWnwrC,50,247146,0.0403,0.0379,0,0.0879,2,0.179,-23.315,0.933,0.879,0.044,55.085
The Crab,The Crab,4w4QHtEa8uW6u0nANHjLNi,J3PO,0lSFr65zkY254m1qbHAb5k,1UTdsgXAFqyJjEERtaVT8r,50,165685,0.111,0.546,1,0.104,8,0.676,-9.89,0.257,0.784,0.489,92.029
Más Profundo,Más Profundo,0yQsxixiempTlPvQcITFCx,Bruxas,5NPL2jGG32a4LCnu4koPL7,30DWdX9NQEdfJ07vfGReOt,49,372000,0.073,0.982,0,0.0555,11,0.785,-10.439,0.0795,0.842,0.867,109.997
Little Guy,Little Guy,5D0r2UquUzoaVC2HQcD1h0,Bob Juburi,4LOhQlFTKM4iFTNlpueiqM,3Ca3zAKGzcrd9ToMleCcdX,50,146206,0.0697,0.588,1,0.34,2,0.736,-12.254,0.418,0.869,0.259,86.932
Rising Urge - Lost Tapes,Rising Urge (Lost Tapes),6vWgySuOqxQcfOyvzYV74B,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,7Bm0j8ALNJ7ledPN0fKfBw,33,306315,0.0268,0.123,0,0.124,5,0.517,-23.851,0.952,0.873,0.103,94.984
Her Future Ghost,Her Future Ghost,5xS0N6lgpiyxKbbiop7eTS,Tim Green,68vO4fkFxLbWPxTSHosxsB,3ERaLMAXCu1vnUdqntMAoh,55,528509,0.0436,0.113,1,0.114,1,0.767,-8.258,0.0496,0.899,0.509,120.996
How Strange - Nicola Cruz Remix,How Strange,2uOX4xXU2VXhqZvRK2XBFr,FEATHERED SUN,7bfe7ceWNJ3OjzmnzcMpdu,1z16gOcthPInw39ZiMwcl9,55,320000,0.15,0.386,0,0.11,2,0.845,-13.821,0.708,0.884,0.352,153.033
sleep_mode,go_computer,1VhHn3aZb1XO1EbBCMPkd7,Allem Iversom,6RaUtVLO8R5TsVdJIxSrq1,5S2qQsIUJS3082VtpE1mrD,50,171428,0.211,0.0692,1,0.0768,8,0.955,-12.46,0.392,0.87,0.0988,112.011
Cherry,Found Footage,2w8WfnamQbPHnopnZMcVrp,Take/Five,4MD0pIPxvGvPdohFuEkCua,0eeKPPnYhpEZPWzMpYN5bl,57,195317,0.397,0.106,1,0.108,0,0.627,-8.683,0.425,0.331,0.721,139.821
Strength From Inside,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,3MC9nswECDn5zuqkFQG1sB,58,200786,0.037,0.0572,1,0.169,5,0.171,-22.379,0.857,0.959,0.189,91.047
Solarized,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,4ZgwUdML0BSBjjY5BZ1Ak6,51,243533,0.0344,0.0336,0,0.178,4,0.352,-11.917,0.102,0.132,0.305,132.023
Night Light,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,00mZmQ1kdWxmRtEA3A9olx,53,123946,0.0506,0.169,1,0.113,0,0.211,-27.361,0.78,0.94,0.0478,66.938
The Rapture Pt.II,The Rapture Pt.II,4qqWRxaKBAVM1hyFbjKK7c,&ME,5mIowAJMp7RKNheelruV5z,126B1mu0tb4gEqyjufUjms,56,512696,0.0393,0.0774,0,0.0986,10,0.802,-7.676,3e-05,0.902,0.886,120.018
Approaching Summer,Approaching Summer,3Dv3zNkhOUQXmeUN28UIm5,SPEECHLESS,0RUwm9ukhlW1oXDzXxj3C0,4os6s7sgqVGHZ5AsBqaCl0,20,147023,0.454,0.463,1,0.109,6,0.603,-11.903,0.794,0.846,0.356,79.819
Lapland,Lapland,2Bv9UL2MiDFhRufaLyhFyx,Ninajirachi,3MekbRujJg5VZThubOlrkR,5wxqdrmFRKdSxisvmgWg17,53,248011,0.0979,0.0588,0,0.111,7,0.879,-9.524,0.364,0.313,0.327,105.018
Moonlight,Moonlight,282JkVlKldfFSnqw1Bv4Z1,Embee,7ga1hewK4zSX6yl16251DF,60MMCMZXRFjP43IgWNBre1,58,136393,0.0834,0.196,0,0.132,2,0.898,-11.636,0.392,0.916,0.441,91.499
Diamonds,Diamonds,2m7ty72Y36LBf9pdEKJRdW,Oatmello,0YAkOkbeAPiS35qyouiM4O,7IhFrpGDnBnCPlVxEgaUDg,56,154074,0.0619,0.112,0,0.0828,4,0.727,-12.333,0.713,0.846,0.302,81.013
Odyssée,Ceremony,6TL4avCkN5YCaTwsosOP2v,Zimmer,2pts5B2shsEtIVC4onTFKb,3J9N8f8pBJxAoFwACKJPHN,53,280920,0.0479,0.519,1,0.0938,1,0.781,-5.169,0.000999,0.53,0.523,116.002
Gem,Misplaced I,4MTswGkYNVTqOrt9AKPhkp,boerd,5E5cEevLYdQHU04gIkA3ff,7pKAGTpmoKAQfFqW6etJgo,53,260739,0.0351,0.249,1,0.102,11,0.487,-18.512,0.965,0.961,0.257,92.003
Warm Blue,Irene,156TeTaPykSuBs9lh0h2vc,Medasin,62vbsDRAq0qHdezaCOzB0T,1GdkGsln9i2RYro5gTAht7,51,166026,0.0717,0.342,0,0.353,3,0.504,-16.722,0.957,0.901,0.419,133.977
Open,Café del Mar ChillWave 3,1DdsNCQ32Zoc8RtYB3sdPq,Gelka,6xIXch03AK6grENT8RlmeF,2rExrHfNjFgSuAZnrcuCqL,54,264322,0.0315,0.04,0,0.118,2,0.594,-14.669,0.0804,0.831,0.427,94.995
Fin,Irene,156TeTaPykSuBs9lh0h2vc,Medasin,62vbsDRAq0qHdezaCOzB0T,4fhiVcZeJWlKVB8xC3Ert8,50,73960,0.0373,0.249,1,0.381,4,0.334,-22.373,0.877,0.63,0.109,100.283
Believer,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,6wsmXduFN4XMJ7ZwfEX52T,56,131826,0.0286,0.0985,1,0.173,8,0.495,-19.255,0.942,0.964,0.152,96.992
I Need Space,I Need Space,5P9bG3UUgZXY8NsufEtSJH,M!NT ,1ghaj9f3HCe4tMU4SVjplQ,2y6krW4iylDWiKVxTzUJcE,54,324530,0.0449,0.051,0,0.096,9,0.342,-9.427,0.212,0.762,0.535,93.017
Only In My Dreams,PATH.FINDER,5wUNp46OQcNgYbjXSNYjYy,Notaker,0I7HgbIetYEIweWq7nD6En,3ob0c8nlB7C6HdfEQLhdV4,53,282213,0.0296,0.0366,0,0.173,3,0.447,-10.978,0.000756,0.467,0.412,102.846
Mr. Skitters,Mr. Skitters,5XuDagNAjYRu9qriplCt6q,Medasin,62vbsDRAq0qHdezaCOzB0T,4XE9Ggjr33rRGbjDHbGaTQ,59,182800,0.044,0.0398,1,0.109,1,0.5,-13.137,0.75,0.899,0.311,74.981
Episodes,Episodes,4dlaAUxtiaESKKMCEuKhsp,Mishegas,1F3BcbR6yzILOCzzA3i0Rh,4lIfzxIDvFtWmelRLY4oud,61,186352,0.0405,0.282,1,0.217,6,0.469,-7.948,0.00624,0.918,0.691,169.907
It Fades Away,It Fades Away,5cgWQN3hEVXfkyFAUGNFNa,boerd,5E5cEevLYdQHU04gIkA3ff,4mr0X52T5dX5wtDgKcYx3h,58,295925,0.0321,0.0979,1,0.0968,1,0.566,-11.801,0.111,0.529,0.369,143.972
Great Falls,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,52DSJ2C3EcgPBIiPEbQIrR,53,152400,0.0399,0.0248,1,0.0954,0,0.201,-19.19,0.938,0.973,0.112,63.828
Water Garden,Water Garden,5jKT5HC6OXxPT06dbMnR46,Super Duper,5zFMLXUnqxwdgTpLCX9LDj,5XI8zR1T3ASCaZTe0M6RXe,58,203846,0.0375,0.193,1,0.11,0,0.435,-4.06,0.001,0.0018,0.815,156.037
Gin,Diamonds,2m7ty72Y36LBf9pdEKJRdW,Oatmello,0YAkOkbeAPiS35qyouiM4O,0nQ7GqFn1SIrYY4KZb2h7u,54,130370,0.0646,0.574,1,0.116,7,0.633,-13.933,0.626,0.346,0.333,81.015
Peace In Emptiness,Change & Decay,3PH0NkD8VET7JHt5M8McuR,Blanke,59Yq0xrABEihHANsfo9QMT,0zARWvdhbyTGwKfAZ1rj0y,53,263386,0.0342,0.14,1,0.108,0,0.112,-11.111,0.834,0.00253,0.198,76.167
Train Rides,Hoarder's Paradise,3OVmgm7mRRtts90GF7rZpW,Pierce Fulton,5p0zkKpBuRguKebwRe0RI2,4s07g5Al7Hb26QBTKFG5zZ,16,192882,0.0353,0.298,0,0.202,5,0.5,-9.39,0.0235,0.943,0.626,139.6
ACE OF CUPS,RENEGADES OF LIGHT,4KVo7hcHmc7x12sszqdLAN,LSDREAM,3Hrqjumb6WHg2aAUHJHLND,1upAhgDBWCV0AvUxgAU6SR,54,179349,0.0538,0.0399,1,0.383,6,0.389,-12.158,0.826,0.0986,0.408,74.183
Sun In Your Eyes,Flow State,0kWP6DpuAwyqICsF0HMOLb,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,0grMKtIZ6KyHXczsbc6xUM,52,277826,0.0377,0.0379,0,0.0913,7,0.121,-16.068,0.872,0.91,0.311,179.395
Arcade Dreams,Arcade Dreams,3DgaITbrxI84EZ9HIf27ml,The Midnight,2NFrAuh8RQdQoS7iYFbckw,0D0kIo64u1uXLNeH0j2JzW,55,243735,0.0325,0.0829,1,0.384,0,0.455,-13.802,0.393,0.493,0.476,119.983
Needless to Say,Needless to Say,7ooLEVtJYscAdXs1dZGHJz,Galavant Cross,07dC1pu2nWISPURU8irwck,2L564Gg8T5QvE3I9qc4Okr,60,187105,0.219,0.401,1,0.215,5,0.646,-12.9,0.553,0.936,0.472,94.958
Aquatic Ambience,Aquatic Ambience,2vVrBHREP6fcU0yd998jok,Funk Fiction,12Rrb0zhWhcbaXJhVtrmXz,3zF1RvARE71MBXeWETPoEk,50,194000,0.0281,0.36,0,0.587,0,0.654,-8.648,0.232,0.9,0.477,150.034
Never Lost,1987,1mWQKczLANctDIiOKYc4IM,Amtrac,3ifxHfYz2pqHku0bwx8H5J,5gFYPS2iyiiQMMvzBlF4a5,7,406026,0.0374,0.251,1,0.299,1,0.671,-8.433,0.0183,0.84,0.526,119.991
