album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
In The Lonely Hour,2Jg7JZ0ZXOGje1bkq7CVgK,Sam Smith,2wY79sveU1sp5g7SokKOiI,172723,5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,23,0.568,0.479,0.419,0.000217,0,0.11,-6.517,1,0.0389,85.014,0.186
Unwritten,1meis09isQJFDA65afUTt8,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,259333,1D1nixOVWOxvNfWi0UD7VX,Unwritten,78,0.00577,0.706,0.801,0.0,5,0.0822,-6.333,1,0.0399,100.013,0.63
Fifty Shades Of Grey (Original Motion Picture Soundtrack),38WMYJ0LhCKAiRflk43Xt9,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,250266,1ip2IGDWMrUmlaepEbWlL8,"Love Me Like You Do - From ""Fifty Shades Of Grey""",63,0.253,0.258,0.659,0.0,5,0.111,-5.903,0,0.0596,189.558,0.272
A Song For Every Moon,5UFBJXQtytWA9vfaO2DxLx,Bruno Major,0hDjKSKjl1DC7ovYTDJHe8,200620,4OsBjrJQbPSMAqdjLBaGOt,Home,60,0.825,0.479,0.446,2.49e-06,11,0.0926,-7.291,1,0.0377,130.63,0.118
Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,John Legend,5y2Xq6xcjJb2jVM54GHK3t,269560,3U4isOIWM3VvDubwSI3y7a,All of Me,86,0.922,0.422,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,0.331
Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,230120,6SKwQghsR8AISlxhcwyA9R,Marry You,73,0.332,0.62,0.832,0.0,10,0.104,-4.848,1,0.036,144.926,0.481
What Is Love? (Deluxe Edition),1MvF4ulZKH7SaDQs9rE5nc,Clean Bandit,6MDME20pz9RveH9rEXvrOM,205986,0Ult84lvFuqNvbyXwyRQ58,I Miss You (feat. Julia Michaels),78,0.299,0.693,0.624,7.64e-06,0,0.0955,-7.482,0,0.0448,105.002,0.369
Corinne Bailey Rae,141Mp3P2VKHQMhtkW1DyQg,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,215360,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,78,0.167,0.739,0.511,1.34e-06,9,0.133,-7.844,1,0.0362,96.038,0.542
Chariot,5YTn3PFD7mrjhucfeafJE7,Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,217760,4vl2zwXsTmAxgu9iY0g6UK,I Don't Want to Be,64,0.00791,0.423,0.862,0.0,0,0.133,-5.13,0,0.0695,154.746,0.462
Home,3ZZ8jN93SBl4v8lF79eVzS,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,209226,2ZQyksYO4zzhyHNcueL0CP,Home,17,0.0215,0.592,0.792,0.0,0,0.159,-5.884,1,0.0335,121.001,0.293
Some Mad Hope,45A2E1YR00sPSwxJw5d3qu,Matt Nathanson,4NGiEU3Pkd8ASRyQR30jcA,215173,38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,74,0.241,0.672,0.623,0.0,9,0.0848,-5.699,1,0.0297,92.018,0.617
Head Above Water,6uQufJrxAdQNH2QlnJMEgi,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,220850,1N7YeVU0ZwAFbOhwM61ef6,Head Above Water,21,0.0112,0.578,0.694,0.0,5,0.102,-5.351,1,0.0706,129.921,0.268
Just The Way You Are,4axhLmtq8nhvF5zJ21FoH8,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,220733,24lMtPOCzP5g4hrg3NklLa,Just The Way You Are,23,0.0151,0.637,0.843,0.0,5,0.0876,-5.413,1,0.0432,109.012,0.434
Little Voice,2Z9WUERfMjOgQ6ze9TcGbF,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,258826,4E6cwWJWZw2zWf7VFbH7wf,Love Song,77,0.0208,0.583,0.786,0.0,2,0.188,-3.142,0,0.0301,123.052,0.573
Love Yourself,0UrC6yz9of1vd3HHD6h2W2,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,233746,4qug3gWrzeTNm0GhOkugJV,Love Yourself,17,0.859,0.795,0.378,0.0,4,0.204,-9.979,1,0.316,100.227,0.576
Continuum,1Xsprdt1q9rOzTic7b9zYM,John Mayer,0hEurMDQu99nJRq8pTxO14,201173,5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,76,0.159,0.577,0.756,0.000232,2,0.249,-5.82,1,0.115,176.75,0.663
Hold Me While You Wait,1yDDPX98edTDjG5hFqY2xL,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,205686,6700Z4Izi8EbB6JNthU6Ma,Hold Me While You Wait,77,0.443,0.688,0.53,0.0,11,0.0995,-5.507,1,0.0333,106.958,0.162
Dan + Shay,0g1F5eGVwX4Sxi1n8ojPkE,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,196746,42fw0rxRO2xbesF6mJfd4Y,Tequila,77,0.0312,0.489,0.581,0.0,11,0.132,-5.731,1,0.0281,86.016,0.494
All The Little Lights,2mylGx7w2Q3yhUyN8iEWOF,Passenger,0gadJ2b9A4SKsB1RFkBb66,252866,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,77,0.385,0.509,0.538,0.0,7,0.104,-7.335,1,0.0572,75.089,0.244
Be Alright (Acoustic),1dXWBVa75pEc6AtbKVkXNV,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,196373,0mykm0224toIdK7M0qHAYU,Be Alright,60,0.674,0.542,0.577,0.0,11,0.131,-6.356,1,0.0348,126.349,0.479
A Rush of Blood to the Head,0RHX9XECH8IVI3LNgWDpmQ,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,309600,75JFxkI2RXiU7L9VXzMkle,The Scientist,84,0.727,0.56,0.442,1.71e-05,5,0.11,-7.224,1,0.0243,146.448,0.212
The Lumineers,6NWYmlHxAME5KXtxrTlUxW,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,163133,0W4Kpfp1w2xkY3PrV714B7,Ho Hey,71,0.794,0.685,0.466,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,0.353
V,2Auw0pTT6EcQdvHNimhLQI,Maroon 5,04gDigrS5kc9YWfZHwBETP,235493,2iuZJX9X9P0GKaE93xcPjk,Sugar,80,0.0591,0.748,0.788,0.0,1,0.0863,-7.055,1,0.0334,120.076,0.884
Look Up Child,6pmoTLfsPpn0wisT3YFJSN,Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,274693,6Up545NUflOiXo8cEraH49,You Say,82,0.682,0.486,0.632,0.0,5,0.0869,-6.89,1,0.0344,147.892,0.0791
The Greatest Showman: Reimagined,4dPosP4Io4sDCmeiCxVHW0,James Arthur,4IWBUUAFIplrNtaOHcJPRM,218293,78nplE9X2ZGvQh3TKgvldE,Rewrite The Stars (with James Arthur & Anne-Marie),76,0.237,0.67,0.743,0.0,10,0.465,-4.993,1,0.0393,125.944,0.571
x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,281560,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,84,0.474,0.781,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,0.591
Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,229413,3goSVuTt3fDYDP6kRnFwuL,Take A Bow,79,0.248,0.697,0.467,0.0,9,0.0941,-7.536,1,0.0715,82.081,0.572
Too Good At Goodbyes,6D5ic12r3twNk7EjwEYFIP,Sam Smith,2wY79sveU1sp5g7SokKOiI,201000,7oAraczbemGSNWqnbkU87R,Too Good At Goodbyes,22,0.618,0.515,0.378,0.0,5,0.172,-8.264,1,0.065,91.883,0.536
Preach,32r4o1R9a1lK5DoVXGEC7E,John Legend,5y2Xq6xcjJb2jVM54GHK3t,236880,2AaF78iCWISMWYog5RnSi5,Preach,70,0.0681,0.508,0.729,0.0,11,0.1,-5.712,0,0.0443,91.906,0.412
Oh My Messy Mind,2aIsEIVLrAP75xdEhdVm1d,James Bay,4EzkuveR9pLvDVFNx6foYD,225920,3xRcQ04b0l5RiU2w7lJhCD,Bad,74,0.756,0.549,0.413,0.0,4,0.0939,-5.587,1,0.0362,139.981,0.29
Good Thing,7J9fifadXb0PPSBWXctbi8,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,240600,1Omt5bfz1tZUCqd26HxbS0,Beyond,73,0.229,0.58,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,0.187
Songs About Jane: 10th Anniversary Edition,5zClcGCSWj926AMjvBNSLc,Maroon 5,04gDigrS5kc9YWfZHwBETP,259453,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,80,0.249,0.641,0.667,0.0,0,0.0987,-5.505,0,0.0254,102.002,0.51
As I Am (Expanded Edition),6KlxyxhXEDo1LdheFulN7h,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,253813,6IwKcFdiRQZOWeYNhUiWIv,No One,80,0.0209,0.644,0.548,8.68e-06,1,0.134,-5.416,0,0.0286,90.042,0.166
Know-It-All (Deluxe),3rDbA12I5duZnlwakqDdZa,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,230226,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,74,0.0285,0.573,0.739,0.0,0,0.111,-5.74,1,0.129,97.085,0.451
21,1azUkThwd2HfUDdeNeT147,Adele,4dpARuHxo51G3z768sgnrY,285040,4kflIGfjdZJW4ot2ioixTB,Someone Like You,79,0.892,0.559,0.33,0.0,9,0.0975,-8.251,1,0.0285,135.109,0.285
I Guess I Just Feel Like,35Kv9CZURVdrejZ5jsL8Xn,John Mayer,0hEurMDQu99nJRq8pTxO14,285480,1HNywa8Bk0TmzRwQrzhtPo,I Guess I Just Feel Like,76,0.615,0.556,0.528,0.0964,4,0.122,-8.033,1,0.0266,159.821,0.163
Sign of the Times,6YDkzHVTEzMXZOVd1r5NqR,Harry Styles,6KImCVD70vtIoJWnq6nGn3,340706,5ELRkzdzz0HvGpMDlfZHkV,Sign of the Times,72,0.0259,0.518,0.575,0.0,5,0.109,-4.616,1,0.0302,120.019,0.209
finding it hard to smile,2AbPwLvpR0FwpqGt4ZY1q4,lovelytheband,4KJ6jujcNPzOyhdNoiNftp,204878,6XcfKZvJio9Z0fQy11GnNX,broken,75,0.00175,0.666,0.728,4.26e-06,7,0.0429,-5.808,1,0.0419,122.996,0.51
reputation,6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,06HL4z0CvFAxyc27GXpf02,232253,6NFyWDv5CjfwuzoCkw47Xf,Delicate,76,0.216,0.75,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,0.0499
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,291796,6CcJMwBtXByIz4zQLzFkKc,i love you,86,0.952,0.421,0.131,0.00453,0,0.109,-18.435,1,0.0382,137.446,0.12
Golden Hour,7f6xPqyaolTiziKf5R5Z0c,Kacey Musgraves,70kkdajctXSbqSMJbQO424,214293,79qxwHypONUt3AFq0WPpT9,Rainbow,73,0.88,0.581,0.197,0.0,3,0.107,-7.697,1,0.0329,130.367,0.349
21,1azUkThwd2HfUDdeNeT147,Adele,4dpARuHxo51G3z768sgnrY,228293,1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,75,0.131,0.729,0.756,0.0,8,0.0527,-5.119,1,0.0294,104.945,0.522
Must Have Been The Wind,0A5GgdYeE7UJDnBeXuZWma,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,179299,1PsMieVYFXrSeXMxuE2SbG,Must Have Been The Wind,76,0.822,0.592,0.475,0.000969,7,0.122,-11.09,1,0.0727,178.093,0.369
Love Someone,0JcMyAnJRTisEjYf9xEwkf,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,205463,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,79,0.161,0.55,0.415,0.0,9,0.108,-6.557,0,0.052,172.065,0.274
We Sing. We Dance. We Steal Things.,04G0YylSjvDQZrjOfE5jA5,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,242186,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,84,0.595,0.686,0.457,0.0,11,0.105,-8.322,1,0.0468,150.953,0.718
St. Elsewhere,5I0Wf7lRLZArM1K2uQ1AEA,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,177466,1vxw6aYJls2oq3gW0DujAo,Crazy,76,0.0505,0.855,0.587,0.00714,8,0.105,-4.589,1,0.0336,111.97,0.64
Spotify Singles,4e1KPKRbxwbrHnysHvve8j,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,219960,2JtSnwYNKOphDrshYL8n4p,I'm Like A Bird - Recorded at Spotify Studios NYC,70,0.238,0.524,0.639,0.0,10,0.0598,-7.18,1,0.103,87.998,0.582
How To Save A Life,1IM3GwptCGYjRkzCBolyFK,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,262533,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,81,0.269,0.64,0.743,0.0,10,0.101,-4.08,1,0.0379,122.035,0.361
The Truth About Love,2Q9oTK48eb85waX1fFJsvj,P!nk,1KCSPY1glIKqW2TotWuXOR,242733,1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),81,0.346,0.778,0.547,0.000302,2,0.132,-7.273,1,0.0489,95.002,0.441
X&Y,4E7bV0pzG0LciBSWTszra6,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,295533,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,82,0.163,0.209,0.418,0.00195,3,0.113,-8.74,1,0.0338,138.265,0.123
÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,233712,7qiZfU4dY1lWllzX7mPBI3,Shape of You,87,0.581,0.825,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,0.931
Room For Squares,3yHOaiXecTJVUdn7mApZ48,John Mayer,0hEurMDQu99nJRq8pTxO14,249626,7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,79,0.0206,0.647,0.729,0.0489,5,0.134,-6.251,1,0.0236,94.01,0.687
Heard It In A Past Life,5AHWNPo3gllDmixgAoFru4,Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,233880,6UnCGAEmrbGIOSmGRZQ1M2,Light On,77,0.201,0.657,0.569,1.38e-05,2,0.126,-6.287,1,0.0542,102.054,0.399
A Star Is Born Soundtrack,3a3AKiS0o5qVn25cloDYII,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,210200,1koJk8rrMBlhDZ8MNiLzH9,Always Remember Us This Way,61,0.317,0.553,0.506,0.0,0,0.763,-5.967,1,0.0411,130.027,0.306
Hozier,04E0aLUdCHnhnnYrDDvcHq,Hozier,2FXC3k01G6Gw61bmprjgqS,241693,0aOluBqXYd0rFSCsgDyAWX,Take Me to Church,26,0.634,0.566,0.664,0.0,4,0.116,-5.303,0,0.0464,128.945,0.437
FourFiveSeconds,7yBl4uFyJzH48Vy6tPieXL,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,188238,78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,80,0.878,0.576,0.267,0.0,2,0.119,-5.668,1,0.044,205.888,0.326
Breach,0NVQ9k3wKmuK6T02lLMl6y,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,182160,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,88,0.751,0.501,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,0.446
Dreaming Out Loud,2KSpGeDoNjqCKg6HL8LAyI,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,208106,1NrJYpdAi7uosDRPmSYrsG,Apologize,72,0.348,0.591,0.718,0.000118,8,0.107,-6.025,1,0.0368,117.995,0.468
In The Lonely Hour,2Jg7JZ0ZXOGje1bkq7CVgK,Sam Smith,2wY79sveU1sp5g7SokKOiI,239316,0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,24,0.554,0.453,0.496,2.65e-05,5,0.0772,-5.785,1,0.0453,80.994,0.501
Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,247160,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,83,0.0498,0.617,0.635,1.44e-05,11,0.164,-6.769,0,0.0317,103.019,0.446
A Star Is Born Soundtrack (Without Dialogue),3edjzMAVB9RYRd4UcZBchx,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,217212,6QfS2wq5sSC1xAJCQsTSlj,Shallow - Radio Edit,80,0.416,0.575,0.33,0.0,7,0.0872,-6.557,1,0.031,95.801,0.277
Only Human (Deluxe),6Vip5A5NmEazvKuxj6GLYf,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,260285,2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,84,0.839,0.682,0.173,3.26e-05,1,0.0983,-8.749,1,0.0314,112.663,0.236
The Pains Of Growing,0LzVdypBGpn6dGuHqVGwwt,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,227693,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,80,0.8,0.492,0.267,0.0,7,0.249,-9.25,1,0.0336,117.679,0.137
Marketing (ao Vivo),5050H33BHZJAFRMWKnf3bn,Israel Novaes,3hWuWrOOgSCDkP5iqEHxMy,166640,2uY8vdlEkRizkXAksa99ue,Marketing - Ao Vivo,55,0.722,0.678,0.784,0.0,0,0.831,-4.873,1,0.0545,115.493,0.714
Sentou e Gostou,6AOEqzfVwc33EyNLLzZRaY,MC JottaPê,5GqnSMX8p2hxqsM6LqDty3,163253,6V43u5SCjkfMpxMAXRPifr,Sentou e Gostou,78,0.261,0.702,0.672,0.000988,7,0.0916,-3.308,1,0.397,131.453,0.722
Tipo Rave Balança o Popô,1tem7xMMlzzSGP6IFjm9we,MC Hollywood,5jjAhuJ1IyVRmm4ZsXhsRG,160601,4IlDjZbhFO0ZjLf5HHR5m7,Tipo Rave Balança o Popô,56,0.0165,0.841,0.79,0.000315,11,0.0847,-4.513,0,0.152,135.084,0.198
Lentamente,4sPO8L8on4rWSZPujaoHy1,Tchakabum,7iJl63aJyNd8C6NZlMv6kp,168000,5BuMsQVtrqCjDHFypv1OTv,Lentamente,33,0.23,0.853,0.886,0.0,1,0.0619,-1.824,0,0.193,130.053,0.854
Bumbum Que Bate-Bate (Quem Tem Joga),3ZVOYmVoVFSWIjLs2eBwDf,Mc Lais,2MS7YPyVeV0eVybR1IplFi,213392,1icy19PVD4pq5PBYdF9DpY,Bumbum Que Bate-Bate - Quem Tem Joga,34,0.393,0.781,0.798,0.0,6,0.0327,-3.513,0,0.318,159.973,0.873
Vai Rebolar,2R7hcF6dd8mkhnQilMG1jT,Dennis DJ,6xlRSRMLgZbsSNd0BMobwy,154105,1Y9QLY5QIfrEia8OA52Uql,Vai Rebolar,45,0.426,0.855,0.857,0.0,9,0.131,-1.492,0,0.233,95.039,0.891
Ritmo Mexicano,7p0dzxhHLqwgUIkMKkeuXO,Mc Gw,0f1IECbrVV952unZkzrsg2,190354,6ZR7rT7vfwtY0EqyLeyAaO,Ritmo Mexicano,61,0.126,0.687,0.872,0.00839,10,0.0906,-3.013,0,0.0983,179.991,0.706
Third Stage,3ZjhhUHc4jFc6ZOTchjXsv,Boston,29kkCKKGXheHuoO829FxWK,256200,4gpext9x0CbdD9NWaa4nDj,Amanda,60,0.322,0.45,0.415,0.0,7,0.104,-14.028,1,0.0318,125.434,0.279
Marc Cohn,0Zndfz8u9OTb8sXDkve96m,Marc Cohn,2C8mKwk3z5DtqLcSwUdYJ9,252613,5fgkjhICZnqFctrV0AyuQD,Walking in Memphis,71,0.547,0.567,0.512,0.0,0,0.296,-8.831,1,0.0357,130.269,0.334
Breakfast In America (Deluxe Edition),5UAy7rBQad6mSxklbtqUa8,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,159346,4hEk1CHls2JEDbKIKy8JxV,Breakfast In America - Remastered,21,0.425,0.532,0.663,1.07e-06,0,0.0734,-5.886,0,0.0292,75.14,0.756
The Very Best Of,2yPVB4tLlnfBl8SgcX8qDv,Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,315440,4UmoMxbpiaXTJcKnjyUiRv,The End Of The Innocence,16,0.316,0.617,0.629,4.29e-05,8,0.162,-5.631,1,0.027,116.79,0.392
The Reason,7EtK7XiObsZGF6oBKLrvKH,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,232800,1lHtE5JDCas1EwXhQIMOIj,The Reason,70,0.0127,0.447,0.668,0.0,4,0.152,-4.683,1,0.0294,82.904,0.0695
Skid Row,0kSTuMp9GpX9pJR45Bksgi,Skid Row,4opTS86dN9uO313J9CE8xg,313693,4ZpXHlV2vQVfPXUvbDSZ92,I Remember You,69,0.00642,0.345,0.531,7.28e-06,0,0.14,-12.708,1,0.0305,176.302,0.49
The Essential Billy Joel,7r36rel1M4gyBavfcJP6Yz,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,281973,6Ep2XErOa5SCBGzARBpCr4,My Life,59,0.136,0.726,0.857,0.00025,2,0.0919,-6.107,1,0.0359,131.08,0.705
Automatic For The People (U.S. Version),006Qsi10luS9xEBAcIWGTf,R.E.M.,4KWTAlx2RvbpseOGMEmROg,264706,6lZ8EsBaxGW2iHVG16QLuJ,Drive,18,0.21,0.469,0.42,0.000341,7,0.135,-11.287,1,0.0287,142.071,0.234
The Way It Is,243jhZJtyIZtEkrD6vhRLn,Bruce Hornsby,2iM28IgKg89v1o7BTQAVPo,297853,6V50MyHPGhEmwYu0Wdyf0t,The Way It Is,68,0.607,0.582,0.689,0.0571,7,0.145,-12.203,1,0.0277,111.166,0.531
Nimrod,3x2uer6Xh0d5rF8toWpRDA,Green Day,7oPftvlwr6VrsViSDV7fJY,153466,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),77,0.183,0.475,0.432,0.0,7,0.161,-7.844,1,0.0302,94.605,0.648
Fly Like An Eagle,3YJD5f1gXAZo08syETdfmq,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,272586,0SiS1Iud2fNazdtccUxE7m,Fly Like An Eagle,61,0.0922,0.515,0.407,0.0,0,0.0611,-8.032,1,0.0278,146.02,0.416
When Love & Hate Collide - Single,2eb76s2S0cEzqqyEeGJ8Xk,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,259160,1bCMeYi91d4TH2Z5tJMW0c,When Love & Hate Collide,60,0.0272,0.485,0.53,0.0,4,0.151,-9.611,1,0.0279,67.97,0.28
Toto IV,62U7xIHcID94o20Of5ea4D,TOTO,0PFtn5NtBbbUNbU9EAmIWF,331200,37BTh5g05cxBIRYMbw8g2T,Rosanna,71,0.0213,0.384,0.512,0.000139,7,0.205,-13.035,0,0.0358,78.442,0.739
"A Singles Collection 1982-1992: Six Of One, Half-Dozen Of The Other",1z0n45uHXopsKTLEsqeFUW,Marillion,7ai5TWiOG8g9Hds5AATS28,243413,1Dsd1Nu06UbNmelEhPxKgB,Kayleigh,59,0.0188,0.562,0.671,0.00378,2,0.0947,-7.21,1,0.0269,106.002,0.595
Greatest Hits,34lMG72H2AkZbmWZ4JCEL8,The Rembrandts,0gDg7FEsF4Y1jWddJJgcn4,243893,4AgtVP8QGgkqYbVeLJCWDz,"Just the Way It Is, Baby",56,0.329,0.794,0.613,2.67e-06,3,0.0764,-8.711,1,0.0295,110.738,0.823
Songs From The Big Chair (Super Deluxe Edition),3myPwaMYjdwhtq0nFgeG6W,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,251488,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,81,0.372,0.638,0.8,0.00553,7,0.113,-12.077,1,0.0572,112.055,0.569
Still Got The Blues,5yrouz3mmUWSsCufl1tLUJ,Gary Moore,23wr9RJZg0PmYvVFyNkQ4j,370866,0DnGfA1r8pAssJCuq4ojla,Still Got The Blues,65,0.257,0.189,0.39,0.000152,9,0.122,-14.497,0,0.0353,169.563,0.32
The Seventh One,7LVxCg18peWcBBdu7Xr6r3,TOTO,0PFtn5NtBbbUNbU9EAmIWF,269226,73bzcsDjx9FqzqKWcPLMiH,Stop Loving You,63,0.234,0.555,0.649,0.069,5,0.0554,-13.349,1,0.0302,101.744,0.596
Backspacer,4yI2uDHf2YDG9iCPVuEjAF,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,215853,3k9qjgu8zVKTEuJVJIYyc0,Just Breathe,17,0.714,0.453,0.349,7.94e-05,0,0.0835,-11.077,1,0.0289,107.791,0.302
Bellamy Brothers,77EM0wkGevYQcBo1AJt7B0,The Bellamy Brothers,5iB5AWIa7qreioi0AF3Bxa,198760,064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,69,0.0611,0.679,0.553,7.16e-06,3,0.139,-14.687,1,0.0316,109.071,0.946
Born In The U.S.A.,0PMasrHdpaoIRuHuhHp72O,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,155880,3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,75,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.591,0.868
Open Up And Say...Ahh! (20th Anniversary Edition),2AMWVB3FWknjcMeb6hMZnd,Poison,1fBCIkoPOPCDLUxGuWNvyo,260173,43GS3mtezoIFiuIZCLLiDY,Every Rose Has Its Thorn - Remastered 2003,72,0.16,0.533,0.637,1.12e-05,6,0.369,-5.571,1,0.0323,140.167,0.292
Hysteria (Super Deluxe),73BjTTmhhoiK4MGtINzp2c,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,354636,1eiz5aP5PmFOdPWOTFND4D,Hysteria - Remastered 2017,13,0.0308,0.658,0.846,0.0221,7,0.195,-5.471,1,0.0265,107.003,0.672
Ten Summoner's Tales,6PMokt242OFzvXAgtvGgU6,Sting,0Ty63ceoRnnJKVEYP0VQpk,279226,2vdId18EePzFhwfp4ryqFq,Shape Of My Heart,21,0.691,0.537,0.373,0.000915,6,0.083,-10.081,0,0.0331,83.936,0.244
Blackbird,21lOBQT94kjWSiYQbpm3RG,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,259133,7kxfWvj6u9oWQ5C36kMtGb,Watch Over You,62,0.0904,0.175,0.691,0.00352,7,0.173,-5.425,1,0.0391,171.586,0.141
Crazy World,3dLKM8bD8R3H3XnSOXGjTF,Scorpions,27T030eWyCQRmDyuvr1kxY,273200,1bKQ48M9onID2kbSpRy8kK,Send Me An Angel,70,0.47,0.349,0.448,0.00257,1,0.242,-11.554,1,0.0304,107.833,0.187
Get A Grip,1tuM8yBePaekEruGsH2J79,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,356160,6beFuzSjwhOKFZp2aqYDdY,Amazing,68,0.0645,0.308,0.747,8.27e-05,0,0.431,-5.434,1,0.037,139.454,0.278
Californication (Deluxe Edition),2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,204973,1XxCiPw07rd1ytYnE7SoJI,Road Trippin',63,0.309,0.243,0.47,0.000798,4,0.121,-8.194,0,0.0353,204.026,0.393
