name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Fake Plastic Trees,045sp2JToyTaaKyXkGejPy,72,290706,The Bends,500FEaUzn8lN9zWFyZG5C2,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0297,0.134,1,0.202,2,0.454,-12.592,0.167,0.102,0.229,73.552
"In Between Days - Live At The Palace, Auburn Hills, Michigan",4uexN8lwDjGX5SQycpz97I,43,192800,Show,0oi8Xnmhy3lMsSlpeoXvmP,The Cure,7bu3H8JO7d0UbMoVzbo70s,0.0386,0.539,1,0.978,2,0.457,-12.951,0.164,0.0591,0.729,145.139
Anunciação,5J3DeezIqZISizEQ3Uwf6t,11,235451,Ainda Há Coração,5QCLEwp8fQObWmb5s7FmYN,Luiza Lian,0mqrSBamArf14pPZE2Q9kW,0.0361,0.168,1,0.297,7,0.536,-9.326,0.0409,0.00194,0.68,107.512
Love Will Tear Us Apart,2JO3HwMRPeya8bXbtbyPcf,73,206866,The Best Of,0p8Zy0wEzDYiFDcSt07UHe,Joy Division,432R46LaYsJZV2Gmc4jUV5,0.0511,0.909,1,0.135,2,0.443,-6.198,5.24e-05,0.825,0.956,146.754
What a Pleasure,5nnuMMrPgKJRxUqbU86fvv,5,152684,What a Pleasure,0azt3hFbLfQ6KWhjMPZOEe,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,0.0652,0.877,1,0.32,2,0.523,-4.362,0.000176,0.929,0.938,152.009
My Sweet Lord,1chu8wc9zbNqTQ2ahROys1,19,281226,All Things Must Pass (Remastered),16YCkHew4MBxGtpqkCTx6M,George Harrison,7FIoB5PHdrMZVC3q2HE5MS,0.0333,0.542,0,0.0839,1,0.537,-8.935,0.0705,0.0,0.685,120.965
"Pequenas Expectativas, Menores Decepções",0HokepMGsRsurOFHXilpxt,15,301088,E A Terra Nunca Me Pareceu Tão Distante,0fvdDToJu17ocdwIuwwwlD,E A Terra Nunca Me Pareceu Tão Distante,218I9kMt3PFXsTsEMOhASh,0.0636,0.112,1,0.15,9,0.429,-8.268,0.0269,0.693,0.813,114.057
First Breath After Coma,0QZms9dxoA0QlAjno2WHgb,36,574000,The Earth Is Not a Cold Dead Place,3lLwFslntPTc7cBofBXXDp,Explosions In The Sky,1uQWmt1OhuHGRKmZ2ZcL6p,0.0304,0.0535,1,0.267,4,0.335,-13.322,0.0188,0.7,0.472,118.745
Time Moves Slowly (feat. Samuel T. Herring),5dzCLmga8b5wBFzneVhoRz,0,273864,Time Moves Slow (feat. Sam Herring) b/w Speaking Gently,2OgoZg94d5zVgp07PrNfqt,BADBADNOTGOOD,65dGLGjkw3UbddUg2GKQoZ,0.054,0.331,0,0.102,11,0.612,-10.916,0.479,0.0357,0.375,139.93
Breathe (In the Air),2ctvdKmETyOzPb2GiJJT53,70,169534,The Dark Side of the Moon,4LH4d3cOWNNsVw41Gqt2kv,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,0.0347,0.258,0,0.143,11,0.431,-15.142,0.391,0.721,0.375,128.153
O Arrependimento,78pkX7cIa2rZ4zpcaRlEyx,17,244635,Quarup,5RTgOVM8NoQBRuQelJRUbm,Lupe De Lupe,6yz8H2Aks1bHaKNiHCutaR,0.036,0.869,1,0.285,9,0.39,-5.772,0.0812,0.481,0.829,80.037
Money,4iWuv4YvZZJZpx1D7QNLDy,2,233639,Portamento,1NAjWuELiyrM0RoQfNbHWb,The Drums,0p5axeJsbtTCXBrRVoKjwu,0.0636,0.44,1,0.285,7,0.608,-6.548,0.227,0.25,0.923,102.476
Everybody Wants To Rule The World,40dJCw4xU6Bd5ie9rfagNo,27,251480,Songs From The Big Chair,4yaypP8ytl2ghM2kiNSD8a,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,0.0583,0.552,1,0.107,7,0.637,-11.345,0.363,0.00451,0.811,112.053
Losing My Religion,2wVXSc0IrQVodHESUxVUJA,17,268426,Out Of Time (25th Anniversary Edition),68p5SQdcakYH65NEjiF6t4,R.E.M.,4KWTAlx2RvbpseOGMEmROg,0.029,0.807,0,0.1,9,0.664,-4.996,0.174,0.0,0.852,125.632
Teen Age Riot (Live),2kmKrPOcHC0mDRa4UNHEeA,21,278200,Daydream Nation (Deluxe Edition),23O4F21GDWiGd33tFN3ZgI,Sonic Youth,5UqTO8smerMvxHYA5xsXb6,0.0804,0.272,0,0.416,9,0.283,-6.89,0.272,0.783,0.971,164.915
Mario De Andrade / Selvagem,7ENRtaIb69DqjadQ0hHHf3,32,267200,Manual,3THs8EgoGs9oSKahSlN4yP,Boogarins,0ohvsn0lgt51qZUbu9ct4s,0.0388,0.29,0,0.309,1,0.312,-6.723,0.000417,0.195,0.797,130.846
Carnaval,5zcABSIr5SR7026j94zl6u,35,310590,Ventre,0y9FnoBQGAodwsdcWaGc5J,Ventre,28BjOrIYRRrqbxk6umSQEz,0.0327,0.143,1,0.115,0,0.282,-7.209,0.264,0.00981,0.622,145.178
Culpa,5GvNQ3SpfsB7RVyuzSmxJL,51,168320,Melhor do Que Parece,7nf6cMzbnj1BqhY5VBwT16,O Terno,2TuVzZPwEPqpstqmA0qLl6,0.0332,0.888,0,0.189,8,0.737,-7.465,0.438,4.05e-06,0.725,115.104
Peixe Voador,2N0uTPu5Y6PCWjr0KGiPRF,10,334940,Planar Sobre o Invisível - Single,4QpG8hnhDC1ItgCtKLr3tS,Kalouv,78BVSBIY1tWrp9l2ti2gPq,0.0278,0.22,1,0.105,0,0.5,-9.806,0.537,0.509,0.49,114.978
Shuva,3DIpPZoXLv642JOYmVLZ0C,19,230060,Sobre a Vida em Comunidade,1FrHR6Un5b9ElOU0luwx0d,Mahmed,7rDPvQHBXn9NFLGejBsjVD,0.0661,0.366,1,0.187,9,0.441,-6.25,0.00691,0.812,0.575,183.66
Mistério do Planeta,3TAMiM8XFmU9vFd333pgRh,59,217960,Acabou Chorare,5pIlMNPZh4D9iJSoCfMzGi,Novos Baianos,2ohBjgFT9V0LRDWO2wF9DJ,0.0891,0.683,0,0.083,1,0.61,-8.399,0.8,2.52e-05,0.495,146.878
James Brown,21QIUV4JxFRym3XDhUxO52,43,200680,Cage The Elephant,0KcRX7YkMZ4mwOkEiCb9zw,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,0.0381,0.786,0,0.187,10,0.409,-3.119,0.000527,0.0,0.966,143.091
Mudo,0lcM9Sj3DGZRiozij2s55N,27,243000,Pineal,4V7bEy8Wq977L3ePq9sRvH,Tagore,6jesZl7rJFJZ8d5i9pX5q8,0.0545,0.433,1,0.0605,7,0.488,-5.126,0.0522,0.72,0.94,122.008
Me Deixa Em Paz,2pmcKFRjLZzyHrodUPr7sD,0,129533,Elis,6L6JBAGdEHv8cbrYiF1WNO,Elis Regina,0yFvXd36g5sNKYDi0Kkvl8,0.0445,0.931,1,0.0762,0,0.711,-10.848,0.62,0.00409,0.579,108.4
Chamber Of Reflection,1MJ5f5EYBC92ADD6xcz7nb,75,231723,Salad Days,1l9d1Zj9Iv2eOcdObVhdMy,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,0.0929,0.505,1,0.102,11,0.537,-8.678,0.263,0.91,0.558,131.037
Escorbuto,2Ax53sStvM9B0OIT9OH2DO,8,183620,Encharcado,1kIB5cMFwi7la0MrN4eGNe,Ciro e a Cidade,4JmjiyfRxKWR07QPTZwL6V,0.0394,0.813,0,0.241,11,0.612,-8.884,0.604,0.00547,0.736,133.214
Once in a Lifetime - 2005 Remaster,38Ngied9rBORlAbLYNCl4k,71,259906,Remain in Light (Deluxe Version),3AQgdwMNCiN7awXch5fAaG,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,0.0561,0.871,1,0.622,2,0.644,-6.289,0.181,0.134,0.919,117.459
"Desculpe, Babe",2Cq8BPuuisTlg8u7kZV8pC,0,168920,"""A Divina Comédia Ou Ando Meio Desligado""",5WPW2N7iOGrLVgsNIsmW6Z,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,0.0272,0.572,1,0.0941,2,0.575,-5.693,0.389,0.0,0.53,111.094
Benzin,5JYSlt9iKSWrGWt16trfMZ,42,250373,Manual,3THs8EgoGs9oSKahSlN4yP,Boogarins,0ohvsn0lgt51qZUbu9ct4s,0.0265,0.362,1,0.627,9,0.492,-8.008,0.281,0.0822,0.611,128.069
Oração Ao Tempo - Remixed Original Album,3AqZSr9UzhftkTiEXSNqrU,0,206906,Cinema Transcendental,2JrUXr6ixN71Juy9cEQdlk,Caetano Veloso,7HGNYPmbDrMkylWqeFCOIQ,0.0492,0.691,1,0.0773,2,0.637,-13.284,0.838,0.000523,0.226,152.37
