name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Let Her Go,7DFNE7NO0raLIUbgzY2rzm,77,252866,All The Little Lights,2mylGx7w2Q3yhUyN8iEWOF,Passenger,0gadJ2b9A4SKsB1RFkBb66,0.0572,0.244,1,0.104,7,0.509,-7.335,0.385,0.0,0.538,75.089
Amianto,2HwIYnboW3xZDmfbEB37zk,54,257261,Amianto,1M54W6vxFuAxYNrlO7Ocwd,Supercombo,73HkjgziMO6I83vFOS8mo1,0.0282,0.2,0,0.315,2,0.65,-7.057,0.164,1.55e-06,0.51,126.52
Piloto Automático,35689kbAwieHK4YNmwEisS,60,196690,Amianto,1M54W6vxFuAxYNrlO7Ocwd,Supercombo,73HkjgziMO6I83vFOS8mo1,0.0352,0.519,1,0.097,6,0.617,-4.932,0.263,0.0,0.697,131.981
Alexandria,0qYI5YagE7omdfVPlhWRUS,50,222483,Troco Likes,7pPgZtAzIIBd9rMk3s3MsH,Tiago Iorc,4iWkwAVzssjb8XgxdoOL6M,0.0296,0.686,0,0.118,6,0.703,-6.369,0.18,7.19e-06,0.661,101.967
Coisa Linda,6o0rGxp5tdtX8cmqXwVIwE,69,178718,Troco Likes,7pPgZtAzIIBd9rMk3s3MsH,Tiago Iorc,4iWkwAVzssjb8XgxdoOL6M,0.0279,0.202,1,0.097,1,0.634,-9.325,0.405,0.00819,0.489,93.969
Amei Te Ver,4owo0j5bw45IqiHxsTzcd6,62,257847,Troco Likes,7pPgZtAzIIBd9rMk3s3MsH,Tiago Iorc,4iWkwAVzssjb8XgxdoOL6M,0.0314,0.668,1,0.335,0,0.772,-7.201,0.0582,1.79e-06,0.588,90.034
Um Cara de Sorte,6zciWZePv9ohzMshMJn7uu,37,244013,A Saga Continua,4A4OUuhYXwTfsv5RY3QUqX,Detonautas Roque Clube,5AlUDdksfPP7l4Qm22MJA9,0.0302,0.247,0,0.11,6,0.524,-5.884,0.163,0.0,0.636,138.074
Banana Pancakes,0BgbobvykXxEvxo2HhCuvM,73,191906,In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,0.116,0.632,1,0.0931,7,0.814,-8.017,0.602,1.75e-05,0.373,114.55
Hotline Bling,1UfBAJfmofTffrae5ls6DA,10,267023,Hotline Bling,2rTxwqA6v4lccbPKD31CQI,Drake,3TVXtAsR1Inumwj472S9r4,0.0549,0.579,1,0.0382,2,0.893,-7.857,0.00226,0.000315,0.639,134.963
Lean On (feat. MØ & DJ Snake),0BF6mdNROWgYo3O3mNGrBc,13,176561,Lean On (feat. MØ & DJ Snake),1SI0AMK6rb2J8S0Jazli9D,Major Lazer,738wLrAtLtCtFOLvQBXOXp,0.0625,0.274,0,0.565,7,0.723,-3.081,0.00346,0.00123,0.809,98.007
Can't Feel My Face,6RsWqX8zABZLhZydXxEFOm,19,213520,Beauty Behind The Madness,28ZKQMoNBB0etKXZ97G2SN,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,0.0482,0.593,0,0.103,9,0.702,-5.416,0.124,0.0,0.77,107.951
X Gon' Give It To Ya,6uP0XLqjRqFx8HAfesdcAg,13,219253,The Best Of DMX,5I7EYZ1edjUbfyY5WR3l9X,DMX,1HwM5zlC5qNWhJtM00yXzG,0.292,0.627,0,0.0775,10,0.501,-5.111,0.0295,0.0,0.851,95.058
Angel Of The Morning,6NVB6W7G3svCKe5zB7kY8q,59,254000,Juice Newton's Greatest Hits,0fSvQOkU8rRgcsW6MerdVw,Juice Newton,4L1z1IcfK7lbqx8izGHaw5,0.0255,0.424,1,0.0538,8,0.456,-12.634,0.433,6.42e-05,0.233,75.174
Stay With Me,7IHOIqZUUInxjVkko181PB,22,172723,In The Lonely Hour (Deluxe Edition),7p7RFI5jtwYDknwhnQgmlp,Sam Smith,2wY79sveU1sp5g7SokKOiI,0.0377,0.176,1,0.11,0,0.5,-6.535,0.566,0.000193,0.418,84.899
Passarinhos (feat. Vanessa Da Mata),7cnm6MnAwwnf52Jy47WTGN,10,221626,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",3yL5ycWxUuHDmclfEWOe5k,Emicida,2d9LRvQJnAXRijqIJDDs2K,0.123,0.689,0,0.0971,1,0.752,-6.261,0.048,0.0,0.678,159.97
Levanta e Anda,7d8sqXhIwIJltlGHL47ASh,0,150320,O Glorioso Retorno de Quem Nunca Esteve Aqui,3NOxGBXC0ZvKaH7ZybX7Cp,Emicida,2d9LRvQJnAXRijqIJDDs2K,0.303,0.772,1,0.402,9,0.614,-4.071,0.0798,0.0,0.94,89.967
Hoje Cedo,3smAgmJxNDQ181WxykydQb,0,194080,O Glorioso Retorno de Quem Nunca Esteve Aqui,3NOxGBXC0ZvKaH7ZybX7Cp,Emicida,2d9LRvQJnAXRijqIJDDs2K,0.343,0.551,1,0.169,1,0.619,-4.936,0.0411,0.0,0.829,80.798
Não Existe Amor em Sp,6ROhm6gtkd6SDets7Jz9d6,0,280032,Nó na Orelha,2PO0WJo5C1JIRIcRhlJvyr,Criolo,37ZflmHTdxkSLQuT8w9NBs,0.0422,0.346,0,0.0759,5,0.604,-9.527,0.391,0.016,0.412,142.002
Rude,6RtPijgfPKROxEzTHNRiDp,78,224840,Don't Kill the Magic,0RZ4Ct4vegYBmL9g88TBNi,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,0.0389,0.931,1,0.305,1,0.774,-4.995,0.0423,0.0,0.756,144.032
No Way No,5xHooj89TQoQHj3dALvSh1,61,231666,Don't Kill the Magic,0RZ4Ct4vegYBmL9g88TBNi,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,0.0513,0.807,0,0.149,7,0.743,-5.183,0.104,1.05e-05,0.733,153.978
A Natureza das Coisas - Live,3FoH9QfvRwUfXMwTxFXK7j,40,243813,Turnê 2013 Ao Vivo,4LtmJL3Km49Ofyol4ccAds,Flávio José,4C5NwUOtsmPrPSD5A7hYbU,0.0461,0.822,1,0.106,2,0.518,-4.747,0.526,0.0,0.863,175.01
Espumas ao Vento - Live,64bd7KcRScjZLBRWkBVTHV,44,199920,Turnê 2013 Ao Vivo,4LtmJL3Km49Ofyol4ccAds,Flávio José,4C5NwUOtsmPrPSD5A7hYbU,0.038,0.93,0,0.317,0,0.524,-5.104,0.636,0.0,0.873,172.949
Táxi Lunar - Ao Vivo,7qj1NdVhDHrDq9BeZq8GM7,47,267533,O Grande Encontro 3,4yNdzVWO6ccMoyb7jX6PJ9,Elba Ramalho,4ph6Bt1mkDlmf32PSvRa8A,0.0334,0.695,0,0.847,4,0.484,-5.67,0.478,2.15e-06,0.757,138.797
Riacho do Navio,1uaCtm6mt0ootU7CNKoFv3,13,256933,Salve São Francisco,1DfS9f33wMd2Db2QFHqn4z,Geraldo Azevedo,65TbyndeGrDlFd4IkZNfbN,0.0447,0.718,1,0.0867,4,0.694,-11.129,0.75,0.00219,0.519,129.994
Moça Bonita,7wedjEfXhDlB0d1Py4F3hN,35,131906,Inclinações Musicais,4gZtX4mOYFHPjXYW0VOhfa,Geraldo Azevedo,65TbyndeGrDlFd4IkZNfbN,0.0384,0.795,1,0.379,4,0.511,-8.942,0.461,0.0,0.586,151.36
Boa Esperança (feat. Jota Ghetto),6qcy7w2XQzvwQUYcEcyqgr,1,182880,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",3yL5ycWxUuHDmclfEWOe5k,Emicida,2d9LRvQJnAXRijqIJDDs2K,0.314,0.617,1,0.168,0,0.573,-4.381,0.112,0.0,0.969,171.81
My Way,1vvNmPOiUuyCbgWmtc6yfm,78,219159,My Way,0dzeoQhVNzKkwM5ieOJC54,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.0427,0.536,0,0.161,4,0.819,-3.059,0.0935,3.72e-05,0.913,119.989
