name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Broken Glass,328V4BYEJ6e1nBrqLyJmGx,43,202376,Arizona,3NRgb4H8l4f3Nq7MLBXaQj,Famous Last Words,3rxPTMtxVQKNAbBBl6cQrw,0.0581,0.394,0,0.148,6,0.496,-2.168,0.000176,0.0,0.986,92.46
Don’t Tell Me It’s Over,0NeWxaax9WoQ5ibjV3ppjU,50,149250,Don’t Tell Me It’s Over,3yIb5IR5318Dzpc4WEokvA,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,0.039,0.737,1,0.126,0,0.589,-17.342,0.000195,0.359,0.647,120.057
Given Up,6EQxZoqEiQPQwapC7xc9au,52,201121,Given Up,3qx8nIPVGYJ49EeCrFCsdZ,Trash Boat,0XGJ3GUPwslwFJ66yNbHeh,0.111,0.595,1,0.0479,2,0.679,-5.001,0.000999,0.469,0.946,99.994
Clair,7hPogwNcXHMPrasiZ5Q9x3,37,246080,Clair,2StVchzr8RK5EEYwd1tn0n,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,0.0361,0.543,1,0.204,9,0.66,-4.958,0.0231,0.0,0.782,118.018
Satellite - Single Edit,5ei3CV9LgCS0tydFIvSPhG,36,201335,Satellite,1vrak2M99Ic58pzbDj77wz,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,0.0386,0.963,1,0.226,0,0.74,-6.559,0.00347,0.0357,0.698,127.988
Talk - Single Edit,7zdw0EhAUR2yb3smG26oHo,23,216503,Satellite,1vrak2M99Ic58pzbDj77wz,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,0.0696,0.832,1,0.141,4,0.741,-5.729,0.00855,0.000193,0.806,122.973
Unsainted,2093eVNfimjmNjU1gk1ES7,56,260276,Unsainted,6OmUwiZBss5csDAD3IAhdD,Slipknot,05fG473iIaoy82BF1aGhL8,0.0565,0.248,1,0.0625,7,0.427,-2.885,0.000197,0.0159,0.944,101.078
Alligator Blood,1Jx2ZMYVcXM0CfqOysoC8R,48,271853,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,2BxDLAnw4QPcs8U4r1StrI,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,0.113,0.0397,1,0.148,5,0.15,-4.614,0.000243,1.91e-06,0.949,102.379
Beaten in Lips,2YG0IOe8MDjICWqnME32Xf,47,212731,Disgusting (Deluxe Edition),1mIrsS2pstpEx28TelJuVW,Beartooth,6vwjIs0tbIiseJMR3pqwiL,0.136,0.699,0,0.358,5,0.467,-3.01,0.00106,0.0,0.973,160.066
Scars,6WaYiQUPel70HUaCZj5eND,68,229773,Lifelines,1GpxP0nEqmQoQimVAp8bAZ,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,0.0723,0.588,1,0.0978,7,0.506,-3.665,0.000123,9.87e-06,0.965,138.035
Hey Mister,3ORgbqQVR5oj2QlX1nML8l,53,235640,At Heart,0vnba3b6zUGsHoiVbtV6rO,Miss May I,2OTuoIi28WybVbVcykc237,0.125,0.0988,0,0.565,10,0.384,-3.249,3.36e-05,7.79e-05,0.992,160.038
Quantum Flux,1ZiTdxdpKQuovW4ERgBIO2,54,243939,Singularity,5YbmS9RyJV55oBw26mkTvi,Northlane,3qyg72RGnGdF521zMU02u9,0.0589,0.264,1,0.1,8,0.53,-3.066,0.00254,3.91e-05,0.907,109.997
Blood Eagle,1s2Dj6EPVjTbOIoxhN2Tdc,32,358120,Blood Eagle,5XUjqGJNGsmbSA1MnuT2XB,Periphery,6d24kC5fxHFOSEAmjQPPhc,0.147,0.0877,1,0.392,1,0.492,-5.251,8.87e-05,0.0108,0.982,124.94
Bulls In The Bronx,23UoI3jlFiWdo5jadUYo69,63,267866,Collide With The Sky,661Hz0qJK8WIp7vAWsqKvk,Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,0.148,0.327,1,0.101,2,0.473,-3.464,0.000524,0.000361,0.932,159.985
Panic Room,2suiO5Fo8gpW4VLSJkx2lI,36,239546,Everything Was Sound,6L6iKdUsuercIXGCb1VbMG,Silent Planet,0JGTiwfinlCuANGu4Gq2XU,0.51,0.231,1,0.477,3,0.463,-4.345,0.0499,0.0,0.948,150.036
THE GUILTY PARTY,3TBZsSXbRhHQZeZPGjboiS,54,266500,SO WHAT?,2jd0syXer1txxASx3W2oy0,While She Sleeps,38LdIuxB548zgHoEY2AN7a,0.0631,0.184,0,0.0698,0,0.525,-5.652,0.0029,7.37e-05,0.943,108.972
Visions,3Kz5l8lb5gXFQ7vpp1lYwo,42,248920,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,2BxDLAnw4QPcs8U4r1StrI,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,0.0888,0.067,0,0.306,10,0.307,-4.592,0.000223,0.0,0.946,109.924
Waking the Demon,0k6wiMT26Wc3K4B2IiloUw,50,247693,Scream Aim Fire,2mGohCvbL3klQgXyTj7uNB,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,0.1,0.135,1,0.254,2,0.306,-3.203,2.98e-05,0.00859,0.995,127.908
Don't Need You - Edit,7oUkPewtWnIAQ8MncVTXBv,58,267997,Don't Need You (Edit),7DRnBLuaOHdetg3zKcrcn0,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,0.145,0.312,0,0.0682,11,0.215,-4.668,2.55e-05,5.19e-06,0.974,152.557
All These Things I Hate (Revolve Around Me),6XimI1O15wpfwUdrCnlrxo,55,225440,The Poison,58TQcPpRD9XcXhUDWF5P27,Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,0.0462,0.522,0,0.279,6,0.495,-3.48,0.0306,0.0,0.869,94.012
The Death Of Me,72ukb9x8WEVaRUNPzl2MC9,54,258898,From Death To Destiny,3yPGBS6p3GyFb9EySzFyYi,Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,0.0623,0.235,0,0.184,1,0.441,-3.873,4.33e-05,0.111,0.972,94.993
Closer To The Sun,4eNm7BcaTeu2EDIR8FN17x,0,157480,Closer To The Sun,78mPzifVBzm5ajfMC2zIwA,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,0.143,0.138,1,0.0664,6,0.372,-4.293,5.23e-05,0.0,0.974,169.957
Bad Habit,2bVqTTW4wcsveUgv4s43YY,30,196413,Charm City,3IM9F9wRCdGQcmYgHS6jFx,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,0.0982,0.371,1,0.0444,2,0.442,-2.748,0.00182,0.0,0.953,140.102
Reunions Suck,4PiBl49R0nmEul9rLnyJYJ,33,167225,Abandon Ship,0p779PKNACp73mhrlRigbT,We Set Signals,4XM7gdCotrXDsX0MA1LwAP,0.0837,0.719,1,0.374,4,0.449,-3.786,1.82e-05,0.0581,0.973,155.023
Falling for You,4mipENwVKfZOA6I9o5Gth6,35,170840,Soundtrack for a Generation,6zYGfyaczezhCO7rG5RUDg,Student Rick,6AIuDNoFgmeUTnOc7DYXlN,0.0363,0.693,1,0.315,8,0.231,-5.816,0.00411,0.0,0.73,198.038
Hurricane,2fEkUQ6rb2XllwwAMwqG1J,46,279443,Hurricane,4DoWvXARnUQkcGSPwG5v99,Dayseeker,5FjQVp1Lb0kltmwIuu5kfj,0.057,0.088,1,0.0821,6,0.465,-2.633,0.00678,0.0,0.897,108.847
Television,6VIqkF9v3GmkS0RAzcfOMi,34,175600,Kill Your Television,4pJwffLWcdpQYU8szXJhf1,The Reunion Show,5Qr8WuugJEmx0vH3Dbyiyk,0.0881,0.591,0,0.345,6,0.412,-3.341,0.00982,0.0,0.977,162.203
Break a Leg Kid,1QTGQkZ8NZwWPcC6MODpzx,36,192317,World War Me,4A0cIuRCKXZtd2WvRfTPBN,World War Me,2BmSsK3ZETxNVex0u5SrMc,0.0698,0.645,1,0.343,0,0.642,-4.027,0.000596,0.000518,0.95,115.5
Burned at Both Ends,0OHz1aQpYu6edbLoCyHMAL,37,214000,Farewell,4YW6QFWRv6UYUCIp2JjIEo,With the Punches,4USpQ4wWk8VrkCzQiSNb3u,0.104,0.677,1,0.357,2,0.371,-3.174,0.0173,0.0,0.918,184.907
For You,7kypJKFr4sGCqPtYQro9Lk,26,215260,Never Nothing,4M77jtvYBaemmK9IqbVJzr,Super Whatevr,2kbAovdYb7krLSGdOrBMRu,0.11,0.367,0,0.0796,11,0.347,-6.329,0.00237,0.0,0.898,145.845
Vanity's Fair,6JKi3iWIe2KBcF13UCAjLC,38,320013,Conversation Piece,00WQtQmL9Nh5E4MGwV5UC6,A Lot Like Birds,4tGd3HHlV4RVOdlBc5LAW3,0.199,0.466,1,0.289,2,0.355,-2.091,0.00279,0.0,0.99,129.047
Pulling a Piano From a Pond,4VsCmsk9AnrncI8KRY9iW5,33,211426,A Coloring Storybook and Long-Playing Record [EP],3HnX7xvEu4ZIJUp8zzcTUV,Cinematic Sunrise,6CAEVKnfAK7ugwGNMSqUoF,0.103,0.374,1,0.199,11,0.411,-3.334,0.000115,0.0087,0.976,180.092
Grass Stains,7clywcCuyZ2lcruwKQ7Kxo,39,244695,Stovall,5UE6N0IU0pfG18urYs44Wp,Microwave,7ptm7G8z8VVvwBnDq8fAmD,0.0548,0.229,1,0.274,1,0.381,-5.201,0.000217,0.0,0.929,163.817
Developments,596uoOiPqMKJTHyasCFZPW,43,219440,Unimagine,3JMwITCPEvMFFkNYtcIAzG,Hands Like Houses,0u3d5PM2FuEuG5QuUdt8mT,0.0565,0.511,1,0.133,6,0.375,-4.885,0.000261,0.0,0.894,174.039
Dumb,6jTS4YVaXS3nkGqmWqSt9f,37,201386,Safe In Sound,2QEGCBGVqN0WvX2wHeuwMP,Lower Than Atlantis,1kF0gYnHLUJvFuPdoowO02,0.0574,0.581,1,0.197,2,0.626,-4.257,0.00341,2.13e-05,0.845,124.017
Whoa Oh! (Me vs Everyone),7CKLZEwboCy2juXMLsAHFt,51,204773,Underdog Alma Mater,1DXQ0idwKePZH7T1yU57gS,Forever The Sickest Kids,4frytKnOBrer4QVPWynGtX,0.0816,0.53,1,0.36,2,0.525,-4.112,0.00352,0.0,0.926,143.043
Heroin - Rock Edit,3UoQKmbbExxxltHJ5DBPAs,51,252040,Heroin (Rock Edit),7jTr5NrHxLYr7QUbezgRpE,Badflower,3T55D3LMiygE9eSKFpiAye,0.0439,0.176,1,0.112,11,0.36,-8.217,0.00897,0.00103,0.598,138.42
Patience,2FSoNdvv2a0kFiR9PUIhH3,30,183040,Carried Away,5IgLmRCugRCPigi9u24fXn,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,0.0809,0.331,1,0.339,1,0.451,-2.858,0.000852,0.0337,0.938,139.959
Pop Punk Pizza Party (feat. Dave Days),6dVp0NJ1oFsi90cFuavJJC,25,274383,Beating a Dead Horse: Deluxe Ultra-Limited Exclusive Undead Edition,0XFMnZrWpEYMVRrBdHmsGZ,Jarrod Alonge,3zLWOB0I86EiVgG5NrX1ht,0.0479,0.24,1,0.293,1,0.489,-3.297,0.000114,1.03e-05,0.939,99.949
Sabrina the Teenage Bitch,5Z7DhDCaWTrhIHrtaDfJEM,41,128670,Sabrina the Teenage Bitch,7inyjBerLAlTuh2lEPuPGq,Seaway,0JXDwBs1sEp6UKoAP58UdF,0.0468,0.825,1,0.421,1,0.471,-1.954,0.000534,7.54e-05,0.972,105.011
Hurt,5hA94MZ5zWlj2odgnGnJTy,32,284493,Let Go,1obXkVvSbSrVsrBeKx7UFi,Hundredth,2rtsR8zno5naTxY0iJr7M0,0.054,0.0742,0,0.143,9,0.165,-3.209,7.76e-05,0.00955,0.916,168.864
Pressure,7mG2RbhyzGsjpQOz568d39,60,185733,All We Know Is Falling,67f6SSb8yKduNCK15DsafC,Paramore,74XFHRwlV6OrjEM0A2NCMF,0.0958,0.661,1,0.0994,2,0.509,-3.785,0.00166,7.98e-06,0.887,161.99
Weathered,4jtiSEUfkNoww8dU9DkbUz,38,233973,Reach For The Sun,13Zqbq7TFA0zOHrK4ZLO9J,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,0.0775,0.564,0,0.0875,2,0.42,-4.635,0.0125,0.000115,0.898,159.977
Around the Sun,6ZNqtamlTTR4115nw8edXh,31,187546,Around the Sun,0v0dAKmCCiwXCIgZTqJMYA,Remo Drive,5LMPXUMhWXshBPjrqvZOfv,0.0631,0.442,1,0.294,0,0.507,-2.536,0.0182,0.0,0.936,127.964
Halo,0BBuP5Ynwl0hMKbQGEjfnk,58,223720,Welcome to the Neighbourhood,1i0k46X5g1vDetBJfNaOYT,Boston Manor,4WjeQi9wm84lYTIWZ95QoM,0.0446,0.155,0,0.204,9,0.421,-3.327,0.00078,3.21e-05,0.823,104.973
My Heroine,38SaFsrAatf8WgIKS9Vd3q,39,209600,Redux: The First 10 Years,4OrWqio8gZ77ewMw7UtZ8l,Silverstein,1Tsag5J854qxeOo2apszug,0.0387,0.215,0,0.214,4,0.407,-4.005,0.00138,0.0,0.921,153.995
Takeover,7t5sislQSHdsWvxSQcnokQ,50,178154,B-Sides,3ATzQo3vzJOm5SNIpruLyH,Beartooth,6vwjIs0tbIiseJMR3pqwiL,0.0491,0.639,1,0.291,7,0.379,-4.98,0.00256,0.000177,0.947,175.015
HYPERBOLE,5gG7M1OuiDsZCjfAmMsE5R,32,199571,HYPERBOLE,2CHcZjUUkoBYivSo46Iw8F,DREGG,3jPUAhZngU2sEwsDm7Um6B,0.186,0.392,0,0.187,4,0.46,-4.688,0.000159,0.0146,0.984,141.764
Compelled to Suffer,6ByxoZ8k28XxIeTkMpcUaY,5,247937,Compelled to Suffer,6Is0ccVNWjdYtbJh9GH2hM,Harbinger,4mP4n2IZFIleQTmdWLIvDX,0.0979,0.0987,1,0.0522,10,0.366,-3.188,0.000155,0.0561,0.985,140.744
Blame It On My Youth,5VYRZ0PFFpHX8Hp0turWxI,36,186000,Blame It On My Youth,0sPn0qkAQYsOcZQiTbwvjs,blink-182,6FBDaR13swtiWwGhX1WQsP,0.19,0.666,1,0.197,8,0.452,-3.028,0.0331,0.0,0.936,170.12
Messed Up,6KwNiMVGLHPdxyYfoY1GkX,50,185454,B-Sides,3ATzQo3vzJOm5SNIpruLyH,Beartooth,6vwjIs0tbIiseJMR3pqwiL,0.0394,0.6,1,0.206,8,0.524,-6.183,0.000527,0.0219,0.823,98.956
Best Bad Habit,0L8AewQT2XmqYFuei3y3rz,43,189000,Shades of Blue,6jkGEnvx9Bk8Z2qySqzo0I,Danny Worsnop,3FffC7t4yWwOUr0S5fFbkW,0.0445,0.612,1,0.0903,5,0.661,-4.395,0.0525,0.0,0.82,97.013
Eye of the Tiger,0JxDTC2o0zwDPFKi5WsBrN,45,204972,From The Screen To Your Stereo 3,6oHrtFk3T2ziQLYEZGqnTG,New Found Glory,4ghjRm4M2vChDfTUycx0Ce,0.0654,0.511,0,0.503,11,0.481,-5.262,0.0006,1.18e-05,0.988,134.649
Dancing With a Stranger,5iDIwcHjMGrNpDN7tHQzOm,48,170496,Dancing With a Stranger,7zhFhBEPdDrsKOEm6WMLwQ,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,0.0263,0.557,1,0.144,8,0.745,-7.177,0.559,0.0,0.508,102.966
Family Affair,01pesfVptPqWoNW7IeKtdh,6,224560,Long Slow Goodbye/Family Affair,0wVrx2g9bTc6ctxv2YaVwq,Eagles Of Death Metal,02uYdhMhCgdB49hZlYRm9o,0.0292,0.969,0,0.0815,8,0.736,-5.823,0.248,0.0,0.55,92.926
My Mistake,2G5ZpNvgSOOcBCpLcOfvJy,54,198960,Father of the Bride,1A3nVEWRJ8yvlPzawHI1pQ,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,0.0652,0.108,1,0.366,7,0.522,-11.17,0.847,0.0279,0.326,79.79
Dead - DnB Version,2n3jV9kMZavSBt6IekxJfq,37,246705,White Flag (Reimagined),0C0sXXcdNyb12ZwqzN9hQq,Normandie,1zsOttiR3VjZRnw4Iq8Zg6,0.058,0.343,0,0.0809,5,0.595,-7.483,0.0319,0.00386,0.809,170.021
Locals,5RQQH6xLowARJKIHHvYEXf,18,219350,Relationshits (Instrumental),1KjjcmOtmnhu8R7juvHdif,Shrezzers,0cESlyDxeKCUzc3gm1owur,0.0754,0.62,1,0.118,5,0.602,-3.753,0.00223,0.659,0.896,99.99
Stale Smoke,3WgmJ1bFqMKIMiDjEzG9qC,32,202660,Defeater,1zu0hVMxzCynLQg4wOIjAr,Defeater,1L3hqVCHSL1Ajy3m0z1bAT,0.0763,0.185,1,0.317,2,0.481,-3.68,1.21e-05,0.482,0.978,131.961
Unheard Voice,5IqQr1AFSTL1WkDUT7Z0is,38,191266,Unheard Voice,3s6rlS2V8UiZJf3J4k5HkP,Story Of The Year,0KDuKk6YdEu3hR56HtXmxt,0.056,0.449,0,0.401,9,0.492,-3.027,0.000306,0.0,0.949,98.971
Change Your Mind,0NPWVRYSpeOHcaoIzFdnQS,49,191053,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,The Killers,0C0XlULifJtAgn6ZNCW2eu,0.0696,0.424,1,0.329,5,0.366,-4.172,0.000202,5.04e-06,0.968,147.022
Evil Eye,6NlE71TbUglmKQVLhE1H8R,56,167253,"Right Thoughts, Right Words, Right Action (Deluxe Edition)",5W7631WJASasWPAFFzDpzi,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,0.0296,0.819,0,0.0486,11,0.702,-3.289,0.0148,3.85e-05,0.815,110.968
What's All The Fuss About?,347bEE1OU6PJzz6SskFc6I,45,344746,Scream Above The Sounds (Deluxe),3BiwYdv0OQRdCFB4OqUMiI,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,0.0314,0.297,0,0.1,5,0.455,-4.587,0.297,0.0368,0.673,132.016
Legendary,2gYCaUsqrnBOt7DymQCY6d,41,244538,Legendary,3YBM8Bk5cfjLLTwJx8uWXb,Skillet,49bzE5vRBRIota4qeHtQM8,0.0689,0.242,0,0.162,11,0.548,-4.48,0.00033,1.42e-05,0.924,124.031
Until The End,5VA8yLGVXUNp1gIYJTqPI7,40,239922,Coming Clean,5fqddxT7gPhi1IPD2kfrdE,Volumes,1DgmdsnwOexqTH8ohPCFAU,0.112,0.301,1,0.0954,8,0.498,-5.132,7.5e-05,0.00124,0.944,120.002
A Month of Sunshine,0IL6f09p8XLOuSi22wQs8A,34,243197,A Month of Sunshine,3djIOmshbJLmd97K7IQFPM,Fever Dreamer,1ApZZwZbyHG2Ltf2IkR3fs,0.0477,0.149,1,0.152,2,0.329,-5.617,0.000183,0.0,0.83,200.004
"Recall, Recede",5rXKrRridULG5JqQuqWZOm,32,198556,Absolutely Nothing,0HD3cNOTe2wCn99LCjLrbr,Grandview,47cLWUKJPDvEjMrS2fQl6P,0.0425,0.239,1,0.111,2,0.525,-6.693,0.114,9.81e-05,0.568,160.264
Skeletons,3Kqx4kfC5XUaH1OF8N5nga,25,200213,Shelter,0l8r8ZJqdH4ZDzFymJAU4O,Like Torches,4kAf4xfU9eltkHQymh7MC7,0.0529,0.284,1,0.162,8,0.487,-5.15,0.000278,0.0427,0.896,101.958
Break or Bury,43SA0EEzjbZuUCJ7ah56dv,31,220932,Stay the Same,7iRxTyx8QQpNG8SxJcFsCm,Sunsleeper,3KHHh4WVfyUa9ZwE63jdir,0.0335,0.297,1,0.222,8,0.479,-5.052,0.00044,0.000161,0.772,111.962
Oarsman,5b2t4XyFbvtIf9uelx6wmg,29,315980,Varuna,3etOGGBeAv4oals26QmApH,The Republic of Wolves,7BWlfJgWWguiN2yzTnfrF6,0.0342,0.396,0,0.107,0,0.445,-5.47,0.00779,0.000101,0.808,74.976
Miserable,2zLZuZFgf4mn3af8wILpHS,53,256333,A Place In The Sun,3w5Uz3q4SJze14P60ZChsp,Lit,5mgr0FFpvy267wKVAYg8qp,0.0404,0.294,1,0.395,9,0.424,-3.548,0.00384,0.0,0.706,82.081
Fade to Black,4LiywvxzNhXanmjlnS2TVO,8,160128,Fade To Black,7q50Kfgs6XnIeWs47IHpjb,Northbound,0bV8hivDiFzeCTUT8DVPop,0.0652,0.709,1,0.125,1,0.516,-3.744,0.000245,0.0,0.938,138.043
Black Cat,6NP5mne71yGCzjQWr6jQ7S,47,203893,A Lesson In Romantics,0UtenXp3qVbWedKEaNRAp9,Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,0.0638,0.69,0,0.818,11,0.403,-3.362,0.000406,0.0,0.927,159.907
Ten Minutes,0sCNal67P5Nydob9zITXrK,41,192666,Something to Write Home About,3S0PabpZF2USPmwK8lIRZ8,The Get Up Kids,54Bjxn26WsjfslQbNVtSCm,0.136,0.681,0,0.0812,1,0.237,-4.957,0.000318,0.335,0.906,170.343
Under Pressure,7oof6K1s09QXjOxDucR2r8,49,211733,In Love And Death (PA + Bonus Track),10Mw53MGdbK8KjIhBM0Wx2,The Used,55VydwMyCuGcavwPuhutPL,0.0589,0.29,1,0.19,2,0.528,-5.943,0.00134,0.0,0.897,125.009
Afterglow,6zixerdspBU1krXRNMaalM,28,284104,Afterglow,1vl7YPWGq7DgJMcOsWHWIg,Teenage Wrist,79HbBkVgOVUuVhuTJ50pIx,0.0408,0.243,1,0.137,0,0.442,-5.868,0.000702,4.92e-05,0.851,109.009
Fixed Blade,5bGrYK62jWLo9YTuO5su1L,29,289760,Suffer Just to Believe,2WqARIjhg6HDrza4OOxxnL,Trade Wind,3FCfL4lKWE7vm3mCcOd570,0.0658,0.129,1,0.14,0,0.288,-4.28,0.000201,0.00738,0.917,126.865
Lucid,6Rmsz10sTBhP3tlmIPZ3Bs,38,236521,Lucid,1ZNOjoKJyiPNq5OAKFTj8y,Reliance,2rs68VOQjmZRDPXmw1mD6h,0.0997,0.546,0,0.491,8,0.411,-4.135,6.87e-06,0.000145,0.978,155.048
I Killed The Trend Scene,7LqlGrcsxPUjHridah8dCr,37,130533,I'm Not Gonna Lie to You,5ZdOCRZVJc5slPXXlqA56q,The Decline,7MMcJHFoJYUjHIk9YwTufv,0.194,0.392,1,0.0903,8,0.342,-3.197,0.0017,0.0,0.986,187.818
Protection - Demo,4XpozCpvdflxWMoAu70qs2,44,209967,Protection (Demo),6wBew8QXngmTQtbWzJI96g,Movements,1kkyfIopIiVvaPHHlbsfac,0.0802,0.239,0,0.235,11,0.591,-3.11,0.00217,0.0,0.956,131.846
This Is Who We Are,2zt39AH0vDaEZojtwUUZLz,48,225853,If Only You Were Lonely,3W97WBA2zPIHh4o6SiHapo,Hawthorne Heights,126FigDBtqwS2YsOYMTPQe,0.0678,0.497,0,0.297,4,0.3,-2.59,0.00796,0.0249,0.938,169.929
Uneasy Hearts Weigh The Most,5oC0AAgJ7RoWOT3HznLMe1,57,218453,Dance Gavin Dance,12mJ1euri9hLMgGTT6RdQL,Dance Gavin Dance,6guC9FqvlVboSKTI77NG2k,0.0868,0.758,0,0.148,6,0.545,-3.197,0.135,0.0,0.815,170.058
Stupid Kid,504aMSptpjhMNdtYvbXzjv,51,143533,From Here to Infirmary,74FavWuKZGG8tp3jpMVzN4,Alkaline Trio,1aEYCT7t18aM3VvM6y8oVR,0.105,0.693,1,0.316,11,0.416,-3.911,0.000131,0.0,0.973,119.352
11 Minutes,1V8rMQKXGn32S1qM8QI1Zu,36,197694,11 Minutes,4KeSoBDkFA7lg7xnSgbpcy,Wars,2vq5JF65Ce2w34pi7OUeXu,0.115,0.307,0,0.185,8,0.454,-4.606,0.0252,0.0,0.922,160.061
Misery,0R0ASy4CC1uDKqXpyCrzn2,31,179015,Misery,7pDvBppCf6BiClwBjxXW6H,Calmgrove,69ijBiV3tPi6K6Us940JLq,0.104,0.56,1,0.138,0,0.551,-2.464,0.000106,0.0007,0.957,119.977
Boogiewoman,0kSepmxWqrBteupPFtek9e,25,334739,Boogiewoman,7zKcF9Irl8H7A6t5MGVM4q,He Is Legend,53cAPynhUIC5WFgPPfbp2r,0.0913,0.146,1,0.281,2,0.389,-6.46,9.97e-05,0.0571,0.913,72.217
No Cure,4X9zfw0vC8npHy6rlRWiWd,19,173226,No Cure,2f8PtESjnAVCnIohsbYQcj,Sunsleeper,3KHHh4WVfyUa9ZwE63jdir,0.0439,0.562,1,0.286,11,0.536,-8.187,0.00784,0.00012,0.829,129.991
Gravedigger,1VNXwwifXkOvEPr8vnR9uT,27,229593,Gravedigger,3W8cIurwgYdxX1kwTCfNVI,Nothing Serious,1rOAHaTjrL6vMCxnq7k6FO,0.0389,0.834,1,0.0539,1,0.479,-3.632,9.63e-05,0.0,0.885,164.928
Mark My Words,0NsswEDKSQ319ZQNQ8zgzG,32,207148,Mark My Words,030PJuU1TiAIqgGnYF4i0Q,Doll Skin,7vmwILw7lLaOfDnbGJB3iy,0.0377,0.397,1,0.173,2,0.468,-6.007,4.29e-05,0.00848,0.872,172.068
Giving Up,7fv6hEoYaqkNTV00Sn5ctr,41,248400,Redux: The First 10 Years,4OrWqio8gZ77ewMw7UtZ8l,Silverstein,1Tsag5J854qxeOo2apszug,0.039,0.32,0,0.348,9,0.558,-3.441,9.92e-05,0.0,0.92,119.934
Are You The One,6wxW10ewY9UlXw7IFsD6eu,43,180906,Be Here Now / Are You The One,0tIPZqZKwJkr9nX9YU6XXV,Basement,4DUQBYAyOTZotSEdKhaf6c,0.0728,0.338,0,0.238,8,0.433,-4.311,2.85e-05,0.102,0.972,76.48
The Bell - CANVAS Remix,2TmK1g5VcqH2qKzySKHTQJ,32,222000,White Flag (Reimagined),0C0sXXcdNyb12ZwqzN9hQq,Normandie,1zsOttiR3VjZRnw4Iq8Zg6,0.0447,0.468,1,0.0902,6,0.525,-8.8,0.117,1.4e-06,0.565,86.478
Diamond (feat. Jacob Hemphill of SOJA),6avDdJ8d5pgDg53f40kTHy,54,253137,Diamond (feat. Jacob Hemphill of SOJA),4uYwzEszNBV2a5pdaquiCP,The Movement,1qwdTaVUdjYJLLoxtFmsqr,0.0413,0.629,1,0.132,0,0.812,-5.138,0.348,5.28e-05,0.807,140.014
Joy,3QpkbrYXtlU3LRJu3sTK6V,59,192522,Joy,3sXJapthAz9vvXDKIwEprp,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,0.132,0.361,1,0.113,9,0.559,-4.811,0.222,0.0,0.915,117.914
Sympathy,2YegRTu9IjiUg4VWfnXyM3,58,226733,Father of the Bride,1A3nVEWRJ8yvlPzawHI1pQ,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,0.0568,0.661,0,0.193,11,0.708,-5.507,0.0199,0.0023,0.777,119.968
Alligator,0Wtk7mGnWcDoJqgUVHIPW6,36,184026,Alligator,6zFnLKwxwRJBjEQfUy4iGc,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,0.0547,0.391,1,0.0901,8,0.581,-5.511,0.000169,0.00297,0.934,120.024
Long Slow Goodbye,5BEmzjtmxHN41NX1VMHDQB,5,228186,Long Slow Goodbye/Family Affair,0wVrx2g9bTc6ctxv2YaVwq,Eagles Of Death Metal,02uYdhMhCgdB49hZlYRm9o,0.0314,0.547,1,0.257,9,0.527,-6.154,0.0121,0.858,0.925,140.346
Qual É o Rosto de Deus? - Santtos Remix,54ekV8KaZ3xOI7UIpOUj6Y,32,194000,Qual É o Rosto de Deus? (Santtos Remix),2APCsy57RWIBotlrL4gtYo,BRAZA,5F0iFhw7bZE7a8INjualJn,0.0557,0.833,0,0.121,6,0.782,-8.284,0.111,0.000422,0.712,113.991
